FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1019377,81.7 Harvest Home Hunts Point Market,,,,,,E. 163rd btwn Southern & Bruckner Boulevards,New York,Bronx,New York,,06/05/2019 to 11/20/2019,Wed: 8:00 AM-4:00 PM;,,,,,,,-73.890698,40.820779,,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2/5/2019 10:02:03 AM
1003343,82.5 La Familia Verde Farmers Market,http://www.lafamiliaverde.org,,,,,East Tremont Ave. between Lafontaine Ave& Arthue Ave,Bronx,Bronx,New York,10460,07/09/2019 to 11/12/2019,Tue: 8:00 AM-3:00 PM;,,,,,,,-73.893737,40.846468,,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,1/2/2019 12:54:29 PM
1019986,82.7 La Familia Verde Market,http://lafamiliaverde.org,,,,,Tremont Ave between Arthur Ave & LaFontaine Ave,Bronx,Bronx,New York,10457,07/07/2020 to 11/17/2020,Tue: 8:00 AM-2:00 PM;,,,,,,,-73.891978,40.849357,,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/29/2020 7:56:18 PM
1005332,84.2 Harvest Home North Central Bronx Market,,,,,,E. Mosholu Pkwy N. & Jerome Avenue,Bronx,Bronx,New York,,06/05/2019 to 11/20/2019,Wed: 8:00 AM-4:00 PM;,,,,,,,-73.883864,40.880479,,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,1/30/2019 4:22:25 PM
1019378,85.0 Harvest Home Jacobi Hospital Market,,,,,,1400 Pelham Parkway,New York,Bronx,New York,,06/04/2019 to 11/19/2019,Tue: 8:00 AM-4:00 PM;Fri: 8:00 AM-4:00 PM;,,,,,,,-73.846979,40.857347,,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2/5/2019 10:03:55 AM
1011497,85.2 The Markets at Shrewsbury,http://www.marketsatshrewsbury.com,The Markets at Shrewsbury,The Markets at Shrewsbury,,,12025 Susquehanna Trail S,Glen Rock,York,Pennsylvania,17327,01/01/2019 to 01/01/2019,Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-7:00 PM;Sat: 8:00 AM-4:00 PM;,01/01/2019 to 02/28/2019,Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,,,,,-76.730703,39.793503,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,12/28/2018 4:00:06 PM
1019366,86.2 Harvest Home Co-Op City Market,,,,,,Asch Loop & Aldrich Street,Bronx,Bronx,New York,,06/05/2019 to 11/20/2019,Wed: 8:00 AM-4:00 PM;,,,,,,,-73.831007,40.870274,,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,1/30/2019 4:26:10 PM
1019091,87.0 South Side Farmers' Market,http://www.facebook.com/southsidefarmersmarket,www.facebook.com/southsidefarmersmarket,,,instagram.com/southsidefarmersmarket,Alder Street and Cedar Avenue,Scranton,Lackawanna,Pennsylvania,18505,05/12/2018 to 10/06/2018,Sat: 10:00 AM-2:00 PM;,10/13/2018 to 12/31/2018,Sat: 10:00 AM-2:00 PM;,,,,,-75.6668643,41.4003507,,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,5/8/2018 1:30:19 PM
1019474,87.2 Co-Operative Farmers Market,http://www.coopfarmersmarket.com,Co-Operative Farmers Market,,,"TV, Radio, Newpaper, Billboard",900 Barring Avenue,Scranton,Lackawanna,Pennsylvania,18508,07/15/2019 to 11/20/2019,Mon: 12:00 PM-6:00 PM;Wed: 12:00 PM-6:00 PM;Fri: 12:00 PM-6:00 PM;,,,,,,,-75.665908,41.404178,,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,4/15/2019 3:57:15 PM
1019723,88.3 Palisades Winter Farmers' Market,http://www.palisadesfm.org,https://www.facebook.com/Palisades-Indoor-Farmers-Market-NY-198235466870315/,,,https://www.instagram.com/palisadescommunitycenterny/,675 Oak Tree Road,Palisades,Rockland,New York,10964,01/11/2020 to 03/28/2020,Sat: 9:00 AM-2:00 PM;,,,,,,,-73.917284,41.011605,,Y,N,N,N,N,-,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,N,12/11/2019 4:11:42 PM
1019635,89.1 Riverwalk Farmers Market,http://downtownmilford.org/farmersmarket,Facebook@riverwalkfarmersmarket,,,,5 S. Walnut Street ,Milford,Sussex,Delaware,19963,05/04/2019 to 10/05/2019,Sun: 9:00 AM-1:00 PM;,11/23/2019 to ,Sat: 10:00 AM-2:00 PM;,,,,,-75.428080,38.913062,,Y,Y,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,7/22/2019 10:20:48 AM
1010958,90.0 Down to Earth New Rochelle Farmers Market,http://DowntoEarthMarkets.com,https://www.facebook.com/newrochellefarmersmarket/,https://twitter.com/DowntoEarthMkts,,http://www.instagram.com/downtoearthmkts/,515 North Avenue,New Rochelle,Westchester,New York,10801,06/01/2018 to 11/16/2018,Fri: 8:30 AM-2:30 PM;,,,,,,,-73.786334,40.919640,,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,10/1/2018 9:56:54 AM
1019802,91.2 Hereford Farm Market,,@herefordfarmmarket,,,,17004 York Rd ,Parkton,Baltimore,Maryland,,05/09/2020 to 10/31/2020,Sat: 9:00 AM-12:00 PM;,,,,,,,-76.644722,39.4668834,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,3/19/2020 5:42:28 PM
1019847,91.5 Adams-Ricci Farmers Market,,https://www.facebook.com/FarmersAtAdamsRicciParkEast/,@adamsriccifm,n/a,https://www.instagram.com/adamsriccifarmersmarket/,100 East Penn Drive,Enola,Cumberland,Pennsylvania,17025,05/21/2020 to 10/22/2020,Thu: 3:00 PM-7:00 PM;,,,,,,,-76.937407,40.273997,,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,4/25/2020 10:26:33 AM
1018349,91.5 Roosevelt Community Farmers' Market,http://www.rooseveltfarmersmarket.com,https://www.facebook.com/Roosevelt-Community-Farmers-Market-1412573385674026/?ref=bookmarks,@RCRGLI,https://www.youtube.com/results?search_query=roosevelt+community+revitalization+group,,380 Nassau Road ,Roosevelt,Nassau,New York,11575,07/07/2019 to 10/27/2019,Sun: 11:00 AM-3:00 PM;,,,,,,,-73.5908479,40.6817846,,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,12/21/2018 11:40:45 PM
1016793,93.3 Down to Earth Mamaroneck Winter Farmers Market,http://www.downtoearthmarkets.com,https://www.facebook.com/downtoearthmarketsmamaroneck/,https://twitter.com/DowntoEarthMkts,,https://www.instagram.com/downtoearthmkts,168 West Boston Post Rd.,Mamaroneck,Westchester,New York,10543,01/05/2019 to 04/13/2019,Sat: 9:00 AM-1:00 PM;,,,,,,,-73.734523,40.947737,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,10/1/2018 9:50:02 AM
1019664,95.1 Wayne County Farmers Market,,,,,,200 Willow Avenue,Honesdale ,Wayne,Pennsylvania,18431,05/25/2019 to 10/26/2019,Sat: 9:30 AM-1:30 PM;,,,,,,,-75.251749,41.567023,,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,8/5/2019 7:22:41 AM
1012253,95.6 Goshen Farmers Market,http://goshennychamber.com,Goshenfarmersmarket,,,,South Church and Main Street,Goshen,Orange,New York,10924,05/25/2018 to 10/26/2018,Fri: 10:00 AM-5:00 PM;,,,,,,,-74.322899,41.401966,,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,7/29/2018 7:06:08 PM
1019706,95.7 Main Street Farmers Market,https://thecooperageproject.org/markets/farmersmarket/,https://www.facebook.com/pg/thecooperageproject/events/?ref=page_internal,,,,1030 Main Street,Honesdale,Wayne,Pennsylvania,18431,11/01/2019 to 12/21/2019,Sat: 11:00 AM-1:00 PM;,01/04/2020 to 03/28/2020,Sat: 11:00 AM-1:00 PM;,,,,,-75.257714,41.575082,,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,12/31/2019 2:11:01 PM
1018958,96.9 Dillsburg Farmers' Market,http://dillsburgfarmersma.wixsite.com/dbgfarmersmarket,https://www.facebook.com/DillsburgFarmersMarket/,,,,1 N. 2nd Street ,Dillsburg,York,Pennsylvania,17019,05/12/2018 to 10/13/2018,Sun: 8:00 AM-12:00 PM;,,,,,,,-77.037849,40.110975,,Y,N,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/20/2018 8:30:52 PM
1004676,97.4 Druid Hill Farmers' Market,http://www.druidhillmkt.org,https://www.facebook.com/Druid-Hill-Farmers-Market-196200720417576/,https://twitter.com/DruidHillMkt,,,3100 Swann Drive,Baltimore,Baltimore City,Maryland,21217,06/05/2019 to 09/25/2019,Wed: 3:30 PM-7:30 PM;,,,,,,,-76.645847,39.317944,,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,6/2/2019 8:30:26 AM
1020055,97.4 Narrowsburg Farmers' Market,https://narrowsburgfarmersmarket.org/,https://www.facebook.com/narrowsburgfarmmarket/,,,https://www.instagram.com/narrowsburgfarmmarket/,7 Erie Avenue,Narrowsburg,Sullivan,New York,12764,05/16/2020 to 10/31/2020,Sat: 10:00 AM-1:00 PM;,,,,,,,-75.05512,41.596136,,Y,N,N,N,N,-,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,8/11/2020 1:40:58 PM
1018092,97.5 BMI Farmers' Market,http://www.thebmi.org/programs-events/bmi-farmers-market/,https://www.facebook.com/BaltimoreMuseumofIndustry/,https://twitter.com/BMIatWork,https://www.youtube.com/watch?v=or-mld01KWw,https://www.instagram.com/baltimoremuseumofindustry/,1415 Key Highway,Baltimore,Baltimore City,Maryland,21230,05/20/2017 to 11/25/2017,Sat: 9:00 AM-1:00 PM;,05/19/2018 to 11/24/2018,,,,,,-76.601326,39.273864,,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,7/27/2018 12:39:00 PM
1019148,97.7 Hanover Market House,http://www.hanover-market.com,www.Facebook.com/hanovermarket,,,,210 East Chestnut Street,Hanover,York,Pennsylvania,17331,01/01/2018 to 12/31/2018,Sat: 6:00 AM-12:00 PM;,,,,,,,-76.982610,39.803273,,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,6/29/2018 11:40:18 PM
1019273,98.1 Historic Lewes Farmers Market,http://historiclewesfarmersmarket.org,https://www.facebook.com/historiclewesfarmersmarket/,,,,Corner of Dupont and Johnson Avenues,Lewes,Sussex,Delaware,19958,,Sun: 8:00 AM-12:00 PM;,,,,,,,-75.147374,38.771568,,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,9/25/2018 12:07:56 PM
1018486,98.4 Milton Farmers' Market,http://www.miltondefarmersmarket.org/,https://www.facebook.com/Miltonfarmkt/,,,,6 Village Center Boulevard,Milton,Sussex,Delaware,19968,04/20/2018 to 10/05/2018,Fri: 3:00 PM-6:00 PM;,,,,,,,-75.310511,38.769132,,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,7/27/2018 12:12:44 PM
1019275,98.4 Historic Lewes Farmers Market,http://historiclewesfarmersmarket.org,https://www.facebook.com/historiclewesfarmersmarket/,,,,Corner of Sussex Drive and Savannah Road ,Lewes ,Sussex,Delaware,19958,10/06/2018 to 11/17/2018,Sun: 9:00 AM-12:00 PM;,,,,,,,-75.148318,38.767185,,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,9/25/2018 12:21:07 PM
1019027,98.6 Port Chester Farmers Market,https://www.portchesterfarmersmarket.com,https://www.facebook/Port-Chester-Farmers-Market-1440567712732869/,https://www.twitter.com/cgmarketsllc,,https://www.instagram.com/portchesterfarmersmarket/,Highland St,Port Chester,Westchester,New York,10573,01/01/2018 to 12/31/2018,Sun: 10:00 AM-2:00 PM;,,,,,,,-73.661339,41.002110,,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,3/24/2018 8:09:22 AM
1019322,98.8 Pleasantville Farmers Market - Outdoor,http://pleasantvillefarmersmarket.com,https://www.facebook.com/PvilleFarmMarket,,,,Memorial Plaza (next to the train station),Pleasantville,Westchester,New York,10570,04/06/2019 to 11/23/2019,Sat: 8:30 AM-1:00 PM;,,,,,,,-73.791678,41.134760,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,11/24/2018 12:05:13 PM
1019321,99.0 Pleasantville Farmers Market - Indoor,http://pleasantvillefarmersmarket.com,https://www.facebook.com/PvilleFarmMarket,,,,40 Romer Avenue,Pleasantville,Westchester,New York,10570,12/01/2018 to 03/30/2019,Sat: 8:30 AM-1:00 PM;,,,,,,,-73.783867,41.134211,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,11/24/2018 11:57:50 AM
1019057,99.9 Historic Lewes Farmers Market Summer Wednesday Market,http://historiclewesfarmersmarket.org,https://www.facebook.com/historiclewesfarmersmarket/,,,,Crooked Hammock Way and Kings Highway,Lewes,Sussex,Delaware,19958,06/06/2018 to 08/29/2018,Sat: 8:00 AM-11:00 AM;,,,,,,,-75.149992,38.745130,,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,4/16/2018 5:31:34 PM
1002177,104.1 West Point-Town of Highlands Farmers Market,,https://www.facebook.com/pages/WestPointTownofHighlandsFarmersMarket,,,,Main street,Village of Highland Falls,Orange,New York,10928,06/17/2018 to 10/28/2018,Sun: 9:00 AM-2:00 PM;,,,,,,,-73.96631,41.36957,,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,8/2/2018 12:58:13 AM
1019862,104.6 Farmers on the Square,http://www.farmersonthesquare.com,https://www.facebook.com/FarmersontheSquare/,,,https://www.instagram.com/farmersonthesquare/,2A N Hanover St,Carlisle,Cumberland,Pennsylvania,17013,01/01/2020 to 12/31/2020,Wed: 3:00 PM-7:00 PM;,,,,,,,-77.189168,40.202148,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,5/15/2020 9:16:11 AM
1019181,105.2 The cornwall farmers market,,,,,,183 main street,cornwall n.y.,Orange,New York,12518,05/26/2018 to 09/26/2018,Wed: 11:00 AM-5:00 PM;,,,,,,,-74.059815,41.442234,,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,7/26/2018 4:12:54 PM
1019351,110.2 Adams County Farmers' Market Association,http://www.acfarmersmarkets.org,www.facebook.com/AdamsCountyFarmersMarket,https://twitter.com/ACFarmFresh,,www.instagram.com/adamscountyfarmersmarket,103 Carlisle Street,Gettysburg,Adams,Pennsylvania,17325,05/18/2019 to 10/26/2019,Thu: 11:30 AM-3:30 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-77.234147,39.830597,,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,1/8/2019 5:15:25 PM
1019676,110.2 Adams County Farmers Market,,www.facebook.com/AdamsCountyFarmersMarket,@ACFarmFresh,,,103 Carlisle Street,Gettysburg,Adams,Pennsylvania,17325,05/18/2019 to 10/26/2019,Sat: 8:00 AM-1:00 PM;,,,,,,,-77.234147,39.830597,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,8/8/2019 2:37:59 PM
1019675,111.3 St. Michaels Farmers Market,,https://www.facebook.com/loveyourfarmer/,,,https://www.instagram.com/explore/locations/92355524/st-michaels-farmers-market/,204 S Talbot St,St. Michaels,Talbot,Maryland,21663,04/13/2019 to 11/23/2019,Sat: 8:30 AM-11:30 AM;,,,,,,,-76.225202,38.785161,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,8/8/2019 12:52:24 PM
1019165,117.1 Bowie Farmers' Market,http://www.cityofbowie.org/103/Farmers-Market,https://www.facebook.com/BowieFarmersMarket/,,,,15200 Annapolis Road ,Bowie,Prince George's,Maryland,20715,05/20/2018 to 10/28/2018,Sun: 8:00 AM-12:00 PM;,,,,,,,-76.741902,38.978320,,Y,Y,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,7/11/2018 10:10:22 PM
1019649,119.6 Lachat Farmers Market,https://lachattownfarm.org/farmers-market.php,https://www.facebook.com/Lachat-Town-Farm-1453666524945229/?epa=SEARCH_BOX,,,https://www.instagram.com/lachattownfarm/,106 Godfrey Road West,Weston,Fairfield,Connecticut,06883,06/28/2019 to ,Fri: 4:00 PM-8:00 PM;,,,,,,,-73.385668,41.235769,,Y,N,N,N,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,7/30/2019 1:19:59 PM
1018918,120.4 STCC Open Air Market,,https://www.facebook.com/STCCOpenAirMarket/,https://twitter.com/StccOAM,,https://www.instagram.com/stccopenairmarket/,180 Airport Road,Shippensburg,Cumberland,Pennsylvania,17257,05/07/2018 to 09/24/2018,Mon: 3:00 PM-7:00 PM;,10/01/2018 to 10/29/2018,Mon: 3:00 PM-6:00 PM;,,,,,-77.477569,40.050647,,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,1/24/2018 11:54:48 AM
1019805,121.1 Greenbelt Farmers Market,https://greenbeltfarmersmarket.org,https://www.facebook.com/GreenbeltFarmersMarket/,https://twitter.com/greenbeltfm,N/A,https://www.instagram.com/greenbelt.farmersmarket/,25 Crescent Road,Greenbelt,Prince George's,Maryland,20770,05/10/2020 to 11/22/2020,Sun: 10:00 AM-2:00 PM;,,,,,,,-76.877296,39.001146,,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,3/22/2020 2:49:39 PM
1019200,123.8 Ocean Pines Farmers & Artisans Market,http://www.oceanpines.org/amenities/ocean-pines-farmers-and-artisans-market/,https://www.facebook.com/OceanPinesFarmersArtisansMarketplace/,https://twitter.com/OPFarmersMkt,,,239 Ocean Parkway,Ocean Pines ,Worcester,Maryland,21811,01/01/2018 to 12/31/2018,Sat: 8:00 AM-1:00 PM;,,,,,,,-75.1600720,38.3992566,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,7/31/2018 10:59:00 AM
1004516,124.1 Danbury Farmers' Market,http://www.danburyfarmersmarket.org,danburyconnecticutfarmersmarket,danburyfarmersmarket,dadnburyfarmerwmarket,instagram ,120 White Street,Danbury,Fairfield,Connecticut,06810,,Fri: 10:00 AM-2:00 PM;,,,,,,,-73.450227,41.397912,,Y,Y,N,Y,Y,-,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,8/3/2020 12:23:30 PM
1019166,124.6 The Farmers Market at Maryland,http://farmersmarket.umd.edu,https://www.facebook.com/farmersmarket.umd/,https://twitter.com/farmersmarketum,,https://www.instagram.com/farmersmarketum/,3900 Campus Drive,College Park ,Prince George's,Maryland,20742,04/04/2018 to 11/14/2018,Wed: 11:00 AM-3:00 PM;,,,,,,,-76.947513,38.985968,,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,7/12/2018 4:14:34 PM
1011325,125.9 Hyattsville Farmers Market,http://www.hyattsville.org/farmersmarket,www.facebook.com/hyattsville-farmers-market,,,@hyattsville_farmers_market,4310 Gallatin Street,Hyattsville,Prince George's,Maryland,20781,05/17/2019 to 09/20/2019,Fri: 4:30 PM-8:30 PM;,,,,,,,-76.941854,38.952822,,Y,N,N,Y,Y,-,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,1/28/2019 2:02:26 PM
1012365,126.1 Crossroads Farmers Market,https://www.crossroadscommunityfoodnetwork.org/farmers-market/,https://www.facebook.com/CrossroadsFarmersMarket/,@CrossroadsNtwk,https://www.youtube.com/channel/UCm23V5zJ2FZV7vC57i8OASQ,Instagram: @CrossroadsNtwk,Anne St. at University Blvd. E,Takoma Park,Montgomery,Maryland,20912,04/18/2018 to 11/28/2018,Wed: 11:00 AM-3:00 PM;,,,,,,,-76.990169,38.990479,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,7/30/2018 9:51:38 AM
1019674,126.7 Pawling Farmers Market,http://www.pawlingfarmersmarket.org,Pawling Farmer's Market - Saturdays 9am-1pm,,,pawlingfarmersmarket,Charles Colman Blvd & West Main Street,Pawling,Dutchess,New York,12564,06/15/2019 to 10/12/2019,Sat: 9:00 AM-1:00 PM;,,,,,,,-73.600845,41.564215,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,8/7/2019 7:56:19 PM
1020035,126.9 Milk Lady Derwood Farmers Market,https://www.milkladymarkets.org/derwood-market.html,https://www.facebook.com/MilkladyFarmersMarkets/,https://twitter.com/milkladymarkets,https://www.youtube.com/channel/UCwayQJb5tA74z6JPYQIFAcA,https://app.sourcewhatsgood.com/markets?filter=derwood,16501 Redland Road,Rockville,Montgomery,Maryland,20855,05/16/2020 to 09/05/2020,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.150144,39.126885,,Y,Y,N,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,8/4/2020 3:41:04 PM
1020034,126.9 Milk Lady Derwood Fall 2020 Pickup/Delivery,https://www.milkladymarkets.org/derwood-market.html,https://www.facebook.com/MilkladyFarmersMarkets/,https://twitter.com/milkladymarkets,https://www.youtube.com/channel/UCwayQJb5tA74z6JPYQIFAcA,https://app.sourcewhatsgood.com/markets?filter=derwood,16501 Redland Road,Rockville,Montgomery,Maryland,20855,09/12/2020 to 12/19/2020,Sat: 9:00 AM-11:00 AM;,,,,,,,-77.150329,39.126727,,Y,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,8/4/2020 3:29:52 PM
1020011,127.9 Kensington Farmers Market,http://www.ExploreKensington.com ,,,,,Kensington train station parking lot  ,Kensington,Montgomery,Maryland,20895,01/01/2020 to 12/31/2020,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.073728,39.026476,,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,8/3/2020 11:30:00 AM
