,OF_ID,address,city,state,stateFIPS,zip,x,y,name,website,facebook,twitter,season1_date,season1_time,season1_notes,season1_products,season2_date,season2_time,season2_notes,season2_products,season3_date,season3_time,season3_notes,season3_products,season4_date,season4_time,season4_notes,season4_products,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9,Product_10,Product_11,Product_12,Product_13,Product_14,Product_15,Product_16,Product_17,Product_18,Product_19,Product_20,Product_21,Product_22,Product_23,Product_24,Product_25,Product_26,Product_27,Product_28,ActivityList,Activity_1,Activity_2,Activity_3,Activity_4,Activity_5,Activity_6,Activity_7,Activity_8,Activity_9,Activity_10,Activity_11,FacilitiesList,Facilities_1,Facilities_2,Facilities_3,Facilities_4,Facilities_5,Payment_2,Payment_3,Payment_4,Payment_1
218,4013292,493 Coburn Hill Road,Craftsbury,Vermont,50,5827.0,-72.41433,44.662895,Browns Beautiful Blueberries,,,,07/20/2014 to 09/02/2014,Mon: 9:00 AM - 5:00 PM;Tue: 9:00 AM - 5:00 PM;Wed: 9:00 AM - 5:00 PM;Thu: 9:00 AM - 5:00 PM;Fri: 9:00 AM - 5:00 PM;Sat: 9:00 AM - 5:00 PM;Sun: 9:00 AM - 5:00 PM;,"If it is raining, please call the farm to verify opening/closing status.",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0
219,4012897,141 Rainbow Road,Conway,South Carolina,45,29526.0,-78.948363,33.889692,Bruces Blueberries,,,,06/12/2015 to 08/02/2015,Fri: 7:00 AM - 7:00 PM;Sat: 7:00 AM - 7:00 PM;Sun: 7:00 AM - 7:00 PM;,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Flush toilets; ,0,1,0,0,0,1,1,0,0
220,4017237,12818 Edgerton Road,New Haven,Indiana,18,46774.0,-84.975583,41.076102,Bruick Brothers Produce INC,www.advancedtree.com,https://www.facebook.com/AdvancedTreeTechnology,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
221,4003949,5628 Grandview Road,Arlington,Washington,53,98223.0,-122.15343500000002,48.237119,Bryant Blueberry Farm and Nursery LLC,bryantblueberries.com,,,,Tue: 8:00 AM - 4:00 PM;Thu: 8:00 AM - 4:00 PM;Sat: 8:00 AM - 4:00 PM;Sun: 8:00 AM - 4:00 PM;,,Cut flowers; Fresh fruits; Fresh vegetables; Honey; Nursery stock;,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Celebrations/ corporate events; Family/ youth activities;  Pick Your Own/U-Pick operation; Petting zoo; ,1,0,0,1,1,0,0,0,0,1,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,1,0
222,4013289,6900 Oak Park Road NE,New Salisbury,Indiana,18,47161.0,-86.088252,38.300519,Bryant's Blueberries,www.bryantsblueberries.com,https://www.facebook.com/pages/Bryants-Blueberries/296127074527,,06/07/2014 to 07/26/2014,Wed: 7:30 AM - 8:00 PM;Sat: 7:30 AM - 6:00 PM;,Before coming check www.bryantsblueberries.com for hours and picking report,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Hand washing station(s); Picnic areas without tables; ,1,0,1,0,0,1,1,0,0
223,4017464,5702 Eber Rd.,Whitehouse,Ohio,39,43571.0,-83.78623,41.536221999999995,Bucher Family Farm,,,,07/01/2014 to 08/15/2014,,Please call or email.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
224,4013278,4484 Lee Hwy,New Baltimore,Virginia,51,22824.0,-77.700951,38.770307,Buckland Farm Market,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
225,4017655,3301 S Weinbach Ave,Evansville,Indiana,18,47714.0,-87.53020500000001,37.93618,Bud's Farm Market,budsfarm.com,Facebook.com/budsfarmmarket,,05/15/2015 to 10/31/2015,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 11:00 AM - 5:00 PM;,"We are open year round, but do not keep regular hours in the off season. We live on the farm so just call if you need anything.",Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Hay rides; ,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,1,1,1,1
226,4022477,3501 S Weinbach Ave,Evansville,Indiana,18,47714.0,-87.53195600000001,37.935357,Bud's Farm Market,Facebook.com/budsfarmmarket,Facebook.com/budsfarmmarket,,05/15/2020 to 10/31/2020,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 11:00 AM - 5:00 PM;,,Fresh fruits; Fresh vegetables; Grafted and non-grafted tomato plants in the spring. Beautiful Rainbow Mums in the fall;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,1,1,0
227,4015786,108 Crystal Pond Road,Eastford,Connecticut,9,6242.0,-72.104312,41.917984999999994,Buell's Orchard,www.buellsorchard.com,www.facebook.com/pages/Buells-Orchard/132499357322,https://twitter.com/BuellsOrchard,06/01/2014 to 06/30/2014,Mon: 8:00 AM - 12:00 PM;Tue: 8:00 AM - 12:00 PM;Wed: 8:00 AM - 12:00 PM;Thu: 8:00 AM - 12:00 PM;Fri: 8:00 AM - 12:00 PM;Sat: 8:00 AM - 12:00 PM;,,Baked goods; Canned or preserved food; Honey; Maple products;,07/20/2014 to 09/02/2014,Mon: 8:00 AM - 5:00 PM;Tue: 8:00 AM - 5:00 PM;Wed: 8:00 AM - 5:00 PM;Thu: 8:00 AM - 5:00 PM;Fri: 8:00 AM - 5:00 PM;Sat: 8:00 AM - 3:00 PM;,,Baked goods; Canned or preserved food; Fresh fruits; Fresh vegetables; Honey; Maple products;,09/02/2014 to 10/31/2014,Mon: 8:00 AM - 5:00 PM;Tue: 8:00 AM - 5:00 PM;Wed: 8:00 AM - 5:00 PM;Thu: 8:00 AM - 5:00 PM;Fri: 8:00 AM - 5:00 PM;Sat: 8:00 AM - 5:00 PM;Sun: 1:00 PM - 5:00 PM;,,Baked goods; Canned or preserved food; Fresh fruits; Fresh vegetables; Honey; Juices; Maple products; Nuts; Prepared foods;,11/01/2014 to 12/31/2014,Mon: 8:00 AM - 4:00 PM;Tue: 8:00 AM - 4:00 PM;Wed: 8:00 AM - 4:00 PM;Thu: 8:00 AM - 4:00 PM;Fri: 8:00 AM - 4:00 PM;Sat: 8:00 AM - 3:00 PM;,,Baked goods; Canned or preserved food; Fresh fruits; Honey; Maple products;,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,Family/ youth activities;  Pick Your Own/U-Pick operation; Hay rides; ,0,0,0,1,1,0,0,1,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,0,1,0
228,4013347,9211 Sloan Rd,Mustang,Oklahoma,40,73064.0,-97.681934,35.373981,Buffalo Creek Berry Farm,,,,05/15/2014,Tue: 4:30 PM - 7:00 PM;Thu: 4:30 PM - 7:00 PM;Sun: 3:00 PM - 7:00 PM;,Call for availability....hours subject to change,Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Family/ youth activities;  Pick Your Own/U-Pick operation; ,0,1,0,1,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas without tables; ,1,0,1,0,0,1,0,0,0
229,4001298,3241 Buffalo Creek Farm Road,Germanton,North Carolina,37,27019.0,-80.237223,36.256532,"Buffalo Creek Farm and Creamery, LLC",http://www.buffalocreekfarmandcreamery.com,https://www.facebook.com/BuffaloCreekFarmAndCreameryLLC,https://twitter.com/bcfarmcreamery,01/01/2015 to 12/31/2015,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 1:00 PM - 6:00 PM;,Closed Christmas Day,Canned or preserved food; Crafts and/or woodworking items; Dairy products; Eggs; Herbs; Honey; Juices; Mushrooms; Nuts; Non-poultry meat; Soap;,,,,,,,,,,,,,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,0,1,0
230,4003096,765 50th Avenue,Clear Lake,Wisconsin,55,54005.0,-92.320228,45.282204799999995,Bull Brook Keep,http://www.bullbrookkeep.com,http://www.facebook.com/BullBrookKeep,twitter.com/BronxToBarn,01/01/2014 to 12/31/2014,Mon: 10:00 AM - 4:00 PM;Tue: 10:00 AM - 4:00 PM;Wed: 10:00 AM - 3:00 PM;Thu: 10:00 AM - 4:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 5:00 PM;Sun: 2:00 PM - 5:00 PM;,Visits outside posted hours can be arranged with a phone call. Camping farm-stays available - call.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Educational tours/ classes;  Other: Pasture walks, Farmstead Teas;",0,1,0,0,0,0,0,0,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,1,1,0
231,4012868,214 Bunker Creek Rd,Adna,Washington,53,98522.0,-123.08175200000001,46.63859,Bunker Creek Berry Patch,,,,07/01/2015 to 09/01/2015,,,Fresh fruits;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
232,4003335,567 Muzzy Road,Berlin,Vermont,50,5602.0,-72.640011,44.210772,Burelli Farm,www.burellifarm.com,,,01/01/2014 to 12/31/2014,Mon: 8:00 AM - 5:00 PM;Tue: 8:00 AM - 5:00 PM;Wed: 8:00 AM - 5:00 PM;Thu: 8:00 AM - 5:00 PM;Fri: 8:00 AM - 5:00 PM;Sat: 8:00 AM - 5:00 PM;,,Poultry products;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Tours of manufacturing facilities;  Other: Short stays available in spacious, modern apartment.;",1,1,0,0,0,1,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,0,0
233,4013273,9911 Quail Hill Drive,Newcastle,California,6,95658.0,-121.11492,38.8688,Burgeson Family Farm,www.burgesonfamilyfarm.com,,,12/06/2014 to 01/10/2015,Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,0
234,4013271,524 Old York Rd,Flemington,New Jersey,34,8822.0,-74.7893106,40.525990500000006,Burjans Pumpkin Festival,www.burjansfarm.com,https://www.facebook.com/pages/Burjans-Pumpkin-Festival/145110945523495,,09/27/2014 to 10/26/2014,Sat: 8:00 AM - 5:00 PM;Sun: 8:00 AM - 5:00 PM;,,Baked goods; Canned or preserved food; Crafts and/or woodworking items; Fresh fruits; Fresh vegetables; Juices; Prepared foods;,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Family/ youth activities;  Pick Your Own/U-Pick operation; Hay rides; Corn maze; ,0,0,0,1,1,0,0,1,1,0,0,Picnic areas with tables; ,0,0,0,1,0,1,0,0,0
235,4015055,4905 James Madison Hwy,Haymarket,Virginia,51,20169.0,-77.636983,38.848822999999996,Burnside Farms,www.burnsidefarms.com,www.facebook.com/burnsidefarms,twitter.com/burnsidefarms,03/20/2014 to 06/20/2014,Mon: 10:00 AM - 6:00 PM;Tue: 10:00 AM - 6:00 PM;Wed: 10:00 AM - 6:00 PM;Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,Hours are weather dependent. Please call ahead if inclement weather is in the forecast.,Cut flowers; Honey;,07/10/2014 to 08/10/2014,Mon: 10:00 AM - 6:00 PM;Tue: 10:00 AM - 6:00 PM;Wed: 10:00 AM - 6:00 PM;Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 10:00 AM - 6:00 PM;,Hours are weather dependent. Please call ahead if inclement weather is in the forecast.,Cut flowers; Fresh fruits; Fresh vegetables; Honey;,09/13/2014 to 11/02/2014,Mon: 10:00 AM - 7:00 PM;Tue: 10:00 AM - 7:00 PM;Wed: 10:00 AM - 7:00 PM;Thu: 10:00 AM - 7:00 PM;Fri: 10:00 AM - 7:00 PM;Sat: 10:00 AM - 7:00 PM;Sun: 10:00 AM - 7:00 PM;,Hours are weather dependent. Please call ahead if inclement weather is in the forecast.,Bedding plants; Canned or preserved food; Cut flowers; Eggs; Fresh fruits; Fresh vegetables; Honey; Juices;,11/28/2014 to 12/24/2014,Mon: 10:00 AM - 7:00 PM;Tue: 10:00 AM - 7:00 PM;Wed: 10:00 AM - 7:00 PM;Thu: 10:00 AM - 7:00 PM;Fri: 10:00 AM - 7:00 PM;Sat: 10:00 AM - 7:00 PM;Sun: 10:00 AM - 7:00 PM;,Hours are weather dependent. Please call ahead if inclement weather is in the forecast.,Honey;,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; Petting zoo; ,0,1,0,0,1,0,0,0,0,1,0,Picnic areas without tables; Picnic areas with tables; ,0,0,1,1,0,1,1,1,0
236,4012493,1121 220th Street,Winterset,Iowa,19,50273.0,-94.218255,41.331685,Burr Oak Farm LLC,www.burroakfarm.com,,,09/01/2014 to 11/15/2014,Mon: 10:00 AM - 5:00 PM;Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 9:00 AM - 7:00 PM;Sun: 9:00 AM - 7:00 PM;,Call before comming to besure someone is here.,Canned or preserved food; Fresh fruits;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1
237,4016701,283 Cabot Plains Rd,Cabot,Vermont,50,5647.0,-72.29175,44.420976,Burtt's Apple Orchard,www.burttsappleorchard.com,www.facebook.com/burtts.appleorchard,,09/01/2014 to 10/31/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,,Baked goods; Fresh fruits; Fresh vegetables; Juices; Maple products;,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,1,1,0
238,4017635,W7675 US Hwy 12,Fort Atkinson,Wisconsin,55,53538.0,-88.91261999999999,42.968651,Busy Barns Adventure Farm LLC,https://www.busybarnsfarm.com,https://www.facebook.com/busybarnsfarm,https://twitter.com/busybarnsfarm,05/02/2015 to 05/17/2015,Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,,"Honey; Squash, Pumpkins, Indian Corn, Corn Shocks, Fall items;",09/18/2015 to 11/02/2015,Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,"Open weekends to the general public we also do field trips in the spring and fall, and special events from April thru November","Honey; Prepared foods; Fall produce, many varieties of squash and pumpkins, indian corn, gourds, corn shock, straw bales, we also have baby farm animals up for adoption at the end of each season;",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  Pick Your Own/U-Pick operation; Pumpkin shooting; Hay rides; Corn maze; Petting zoo;  Other: Puppet Shows, Corn Shock Cavern,  Hamster Wheels, Obstacle Course, Number & Rope Maze, Western Area, Tractor Tire Trail, Haymow Adventures, Pony Swings, Trike Track, Discovery Box, Bolt Table, Music Garden, Honey Bee Barn, Giant Slides;",1,1,1,1,1,0,1,1,1,1,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,0,1,0
239,4017474,1092 Dewitt Smith Rd.,Pittsboro ,North Carolina,37,27312.0,-79.276152,35.654036,Busy Bee Farm,chathamcountybeeman@yahoo.com,BUSY BEE FARM Pittsboro nc,,06/20/2015 to 08/31/2015,Mon: 8:00 AM - 8:00 PM;Tue: 8:00 AM - 8:00 PM;Fri: 8:00 AM - 8:00 PM;Sat: 8:00 AM - 8:00 PM;Sun: 8:00 AM - 8:00 PM;,Closed Wed & Thu. Best to call for picking conditions,Fresh vegetables; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,1,0,0
240,4017777,22222 Davis Mill Road,Germantown,Maryland,24,20876.0,-77.223226,39.221379999999996,Butler's Orchard,http://www.butlersorchard.com/,https://www.facebook.com/ButlersOrchard1,https://twitter.com/ButlersOrchard,05/06/2016 to 06/20/2016,Mon: 10:00 AM - 5:00 PM;Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,Hours vary during the year.  Please check website before travelling.,Baked goods; Bedding plants; Canned or preserved food; Coffee and/or tea; Dairy products; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Maple products; Nursery stock; Nuts; Prepared foods; Soap;,06/20/2016 to 09/04/2016,Tue: 8:30 AM - 6:00 PM;Wed: 8:30 AM - 6:00 PM;Thu: 8:30 AM - 6:00 PM;Fri: 8:30 AM - 6:00 PM;Sat: 8:30 AM - 5:00 PM;Sun: 8:30 AM - 5:00 PM;,Hours vary during the year.  Please check website before travelling.,Baked goods; Bedding plants; Canned or preserved food; Coffee and/or tea; Dairy products; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Maple products; Nursery stock; Nuts; Prepared foods; Soap;,09/05/2016 to 12/23/2016,Tue: 9:30 AM - 5:30 PM;Wed: 9:30 AM - 5:30 PM;Thu: 9:30 AM - 5:30 PM;Fri: 9:30 AM - 5:30 PM;Sat: 9:30 AM - 5:30 PM;Sun: 9:30 AM - 5:30 PM;,Hours vary during the year.  Please check website before travelling.,Baked goods; Bedding plants; Canned or preserved food; Coffee and/or tea; Dairy products; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Maple products; Nursery stock; Nuts; Prepared foods; Soap;,,,,,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,Celebrations/ corporate events; Educational tours/ classes; Family/ youth activities;  Pick Your Own/U-Pick operation; ,1,1,0,1,1,0,0,0,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,0,1,0
241,4002962,228 Butterfield Lane,Pollock,Louisiana,22,71467.0,-92.47661740000001,31.480401500000003,Butterfield Farms,www.butterfieldfarm.net,https://m.facebook.com/butterfieldfarm?ref=bookmark,,01/01/2014 to 12/31/2014,Sat: 9:00 AM - 7:00 PM;,Please call for an appointment.,Poultry products; Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Celebrations/ corporate events; Educational tours/ classes; Hay rides; ,1,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,1,1,1,0
242,4013266,1905 Gwyn Road,Burlington,North Carolina,37,27217.0,-79.46168,36.207977,Buttermilk Creek Farm,www.buttermilkcreek.net,https://www.facebook.com/pages/Buttermilk-Creek-Farm/116714891672770,,,,Please check Facebook page and website for exact opening and closing dates.,"Fresh fruits; Peaches, Blueberries, Blackberries;",,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,1,1,0
243,4016746,195 Meaderboro Road,Farmington,New Hampshire,33,3835.0,-71.068903,43.323159000000004,Butternut Farm LLC,www.Butternutfarm.net,,,06/01/2015 to 08/31/2015,Tue: 8:00 AM - 4:00 PM;Wed: 8:00 AM - 4:00 PM;Thu: 8:00 AM - 4:00 PM;Fri: 8:00 AM - 4:00 PM;Sat: 8:00 AM - 4:00 PM;Sun: 8:00 AM - 4:00 PM;,Closed Mondays!  Always call first due to variations in fruit availability.,"Baked goods; Fresh fruits; Honey; Maple products; In season Pick Your Own fruit will include: strawberries, raspberries, blueberries, cherries and peaches;",09/01/2015 to 11/15/2015,Tue: 9:00 AM - 5:00 PM;Wed: 9:00 AM - 5:00 PM;Thu: 9:00 AM - 5:00 PM;Fri: 9:00 AM - 5:00 PM;Sat: 9:00 AM - 5:00 PM;Sun: 9:00 AM - 5:00 PM;,Always closed mondays!  Its a good idea to call before coming to check daily availability!,"Baked goods; Canned or preserved food; Fresh fruits; Honey; Juices; Maple products; In season pick your own fruit will include: peaches, nectarines, apples, and pumpkins;",,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,0,1,0
244,4022443,20335 Snipe Rd,Altoona,Florida,12,32702.0,-81.619253,29.041259000000004,Butthead Farm,https://www.thebuttheadsoapcompany.com/,,,01/01/2020 to 12/31/2020,Mon: 7:00 AM - 6:00 PM;Tue: 7:00 AM - 6:00 PM;Wed: 7:00 AM - 6:00 PM;Thu: 1:00 PM - 7:00 PM;Fri: 7:00 AM - 6:00 PM;Sat: 7:00 AM - 6:00 PM;Sun: 7:00 AM - 6:00 PM;,,Baked goods; Canned or preserved food; Crafts and/or woodworking items; Dairy products; Dry beans; Eggs; Herbs; Nuts; Pet food; Soap;,,,,,,,,,,,,,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,1,1,0
245,4004398,11026 CoRd 113 NW,Pine Island,Minnesota,27,55963.0,-92.65823,44.175289,Byrne Farm,Byrnefarm.com,,,01/01/2014 to 12/31/2014,Mon: 8:00 AM - 8:00 PM;Tue: 8:00 AM - 8:00 PM;Wed: 8:00 AM - 8:00 PM;Thu: 8:00 AM - 8:00 PM;Fri: 8:00 AM - 8:00 PM;Sat: 8:00 AM - 8:00 PM;Sun: 1:00 PM - 8:00 PM;,,Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
246,4014144,71 Beaver Run Road,Lafayette,New Jersey,34,7848.0,-74.686316,41.115124,C & R Perfect Pick Farm,www.perfectpickfarm.com,,,01/01/2014 to 12/31/2014,Tue: 9:00 AM - 12:00 PM;Sat: 9:00 AM - 12:00 PM;,open until eggs are sold out,Eggs;,06/15/2014 to 10/31/2014,Tue: 9:00 AM - 5:00 PM;Wed: 9:00 AM - 5:00 PM;Thu: 9:00 AM - 5:00 PM;Fri: 9:00 AM - 5:00 PM;Sat: 9:00 AM - 5:00 PM;Sun: 11:00 AM - 3:00 PM;,open until products are sold out,Fresh fruits; Fresh vegetables;,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
247,4017796,113 Station Road,Campbell Hall,New York,36,10916.0,-74.21392,41.469535,C. Rowe & Sons,,,,,,,"livestock feed, hay, straw;",,,,"livestock feed, hay and straw;",07/21/2017 to 10/16/2017,Wed: 9:00 AM - 5:00 PM;Thu: 9:00 AM - 5:00 PM;Fri: 9:00 AM - 5:00 PM;Sat: 9:00 AM - 5:00 PM;Sun: 9:00 AM - 5:00 PM;,Feed is sold year round.,"Fresh fruits; Fresh vegetables; Grains and/or flour; Hay, straw;",,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Flush toilets; ,0,1,0,0,0,1,0,0,0
