Company Name,Executive First Name,Executive Last Name,Executive Gender,Executive Title,Executive Ethnicity,Address,City,State,ZIP Code,Record Type,Phone Number Combined,Website,Primary SIC Description,Location Sales Volume Range,Credit Score Alpha
BJ'S Wholesale Club,Vanessa,Cruz,Female,Site Manager,Hispanic,300 Bellwood Dr,Rochester,NY,14606,Verified,(585) 723-2010,Bjs.Com,Wholesale Clubs,$10-20 Million,A
Bread & Tulips,Riccardo,Dardha,Male,CEO,Hispanic,365 Park Ave S,New York,NY,10016,Verified,(212) 532-9100,Orderbreadtulips.Com,Restaurants,$1-2.5 Million,B+
Bread Factory,Lori,Miller,Female,Manager,Western Europe,30 Grove Ave,New Rochelle,NY,10801,Verified,(914) 637-8150,Sonnyorzabread.Com,Bakers-Wholesale,$10-20 Million,B+
Breakthru Beverage Group,Greg,Baird,Male,CEO,Western Europe,60 E 42nd St # 1915,New York,NY,10165,Verified,(212) 699-7000,Breakthrubev.Com,Liquors-Wholesale,,A+
Bristol Hills Lavender-Flower,Susan,Orellana-Clark,Female,Owner,Hispanic,8361 State Route 5 And 20,Bloomfield,NY,14469,Verified,Not Available,Bristolhillslavender.Com,Farms,"Less Than $500,000",C+
Broadway Diner,Louks,Reniers,Male,Owner,Western Europe,287 N Broadway,Hicksville,NY,11801,Verified,(516) 681-3982,Broadwaydiner.Net,Restaurants,$1-2.5 Million,A
Broadway Wines & Liquors,Ramon A,Jiminez,Male,Owner,Hispanic,3139 Broadway,New York,NY,10027,Verified,(212) 749-0994,NULL,Liquors-Retail,"$500,000-1 Million",B
Broccolino,Andrea,Piazzolla,Female,Manager,Hispanic,446 Dean St # A,Brooklyn,NY,11217,Verified,(718) 678-4200,Broccolinonyc.Com,Restaurants,"Less Than $500,000",B
Bronx Brewery,Patrick,Libonate,Male,Vice President,Uncoded,856 E 136th St,Bronx,NY,10454,Verified,(718) 402-1000,Thebronxbrewery.Com,Beverages (Whls),$1-2.5 Million,C
Bronx Havana Cafe,Kevin,Alicea,Male,Owner,Hispanic,3151 E Tremont Ave,Bronx,NY,10461,Verified,(718) 518-1800,Havanacafe.Info,Restaurants,"Less Than $500,000",C+
Brooklyn Bagel & Coffee Co,John,Valentin,Male,Owner,Hispanic,3614 30th Ave,Astoria,NY,11103,Verified,(718) 777-1121,Bkbagel.Com,Bagels,"Less Than $500,000",C+
Brooklyn Bottling Of Milton NY,Eric S,Miller,Male,President,Western Europe,643 South Rd,Milton,NY,12547,Verified,(845) 795-2171,Iberiafoods.Com,Fruit Juices (Whls),,A+
Brooklyn Diner Times Square,Antonio,Romero,Male,Manager,Hispanic,155 W 43rd St,New York,NY,10036,Verified,(212) 265-5400,Brooklyndiner.Com,Restaurants,$2.5-5 Million,B+
Brooklyn Grange,Anastasia,Plakias,Female,Vice President,Mediterranean,3718 Northern Blvd # Roof,Long Island City,NY,11101,Verified,(718) 404-2023,Brooklyngrangefarm.Com,Farms,"$500,000-1 Million",B+
Brooklyn Roasting Co,Keith,Koenigsberg,Male,Partner,Western Europe,63 Flushing Ave # 115,Brooklyn,NY,11205,Verified,(718) 855-1000,Brooklynroasting.Com,Coffee Shops,,B+
Brooklyn Tap House,Hugo,Salazar,Male,Owner,Hispanic,590 Myrtle Ave,Brooklyn,NY,11205,Verified,(347) 750-7557,NULL,Restaurants,"Less Than $500,000",B
Bruno S On The Boulevard,John,Fellin,Male,Owner,Western Europe,8825 Astoria Blvd,East Elmhurst,NY,11369,Verified,(718) 335-0505,M.Mainstreethub.Com,Beverages (Whls),$20-50 Million,A
Bubby's,Ron,Silver,Male,Owner,Not Available,120 Hudson St,New York,NY,10013,Verified,(212) 219-0666,Bubbys.Com,Restaurants,$2.5-5 Million,A
Buenos Aires,Ismael,Alba,Male,Owner,Hispanic,513 E 6th St,New York,NY,10009,Verified,(212) 228-2775,Buenosairesnyc.Com,Restaurants,"$500,000-1 Million",B
Bunge Global Agribusiness,Drew,Burke,Male,CEO,Western Europe,50 Main St # 6,White Plains,NY,10606,Verified,(914) 684-2800,Bunge.Com,Agricultural Products,,A
Burger Fi,Eric,Reyes,Male,Manager,Hispanic,3115 Long Beach Rd # 1,Oceanside,NY,11572,Verified,(516) 415-7900,Order.Burgerfi.Com,Restaurants,$1-2.5 Million,A
Burgundy Wine Co,Geraldine,Tashjian,Female,Owner,Centl & SW Asian,143 W 26th St,New York,NY,10001,Verified,(212) 691-9092,Burgundywinecompany.Com,Wines-Retail,$1-2.5 Million,A
Butcher's Daughter,David,Ochoa,Male,Manager,Hispanic,19 Kenmare St # A,New York,NY,10012,Verified,(212) 219-3434,Thebutchersdaughter.Com,Restaurants,"$500,000-1 Million",B
Butchers Choice,Louis,Tirado,Male,Owner,Hispanic,427 E 149th St,Bronx,NY,10455,Verified,(718) 665-5556,Butcherschoiceofatlantainc.Vpweb.Com,Meat-Retail,"$500,000-1 Million",B+
Butterfield Market,Alan,Obsatz,Male,CEO,Not Available,1114 Lexington Ave,New York,NY,10075,Verified,(212) 228-7800,Butterfieldnyc.Com,Foods-Carry Out,$1-2.5 Million,A
Butts Farm,H Robert,Butts,Male,Owner,African American,5528 Steinhoff Rd,Ashville,NY,14710,Verified,(716) 782-4546,NULL,Dairy Farms,"Less Than $500,000",C
Byrne Dairy Inc,Scott,Matukas,Male,CEO,Mediterranean,2394 US Route 11,La Fayette,NY,13084,Verified,(315) 475-2111,Byrnedairy.Com,Dairy Products-Retail,,A+
C & C Meats Corp,Ernest,Conde,Male,Owner,Hispanic,355 Food Center Dr # F4,Bronx,NY,10474,Verified,(718) 328-9550,Ccmeatscorp.Com,Meat-Retail,$1-2.5 Million,A
C & S Wholesale Grocers Inc,Ken,Weingartner,Male,Vice President,Western Europe,1 Elizabeth Dr,Chester,NY,10918,Verified,(845) 469-7606,Cswg.Com,Grocers-Wholesale,$5-10 Million,B+
C & S Wholesale Grocers Inc,James,Faison,Male,Manager,Western Europe,1500 Corporate Blvd,Newburgh,NY,12550,Verified,(845) 567-6800,Cswg.Com,Grocers-Wholesale,$5-10 Million,B+
C-Town,Victor,Batista,Male,Manager,Hispanic,3412 34th Ave,Astoria,NY,11106,Verified,(718) 784-8420,Ctownsupermarkets.Com,Grocers-Retail,$2.5-5 Million,A
C-Town,Jose,Perez,Male,President,Hispanic,668 Crescent Ave,Bronx,NY,10458,Verified,(718) 933-4410,Ctownsupermarkets.Com,Grocers-Retail,"Less Than $500,000",B
C-Town,Ray,Cabreaja,Male,Manager,Uncoded,5311 Church Ave,Brooklyn,NY,11203,Verified,(718) 346-4375,Ctownsupermarkets.Com,Grocers-Retail,$1-2.5 Million,A
Cafe Bethel,Donnie,Giron,Male,Owner,Hispanic,52 W Merrick Rd,Freeport,NY,11520,Verified,(516) 608-8868,Nautiluscafe.Com,Beverages (Whls),$5-10 Million,C+
Cafe Cortadito,Patricia,Valencia,Female,Owner,Hispanic,210 E 3rd St,New York,NY,10009,Verified,(212) 614-3080,Cafecortadito.Com,Restaurants,"$500,000-1 Million",B
Cafe Dolce Vita,Giuseppe,Bruzzese,Male,Owner,Mediterranean,495 N Broadway,Jericho,NY,11753,Verified,(516) 935-2233,Cafedolcevita.Com,Restaurants,"Less Than $500,000",B
Cafe Evergreen,Frank,Moa,Male,Owner,Hispanic,1367 1st Ave # 1,New York,NY,10021,Verified,(212) 744-3266,Cafeevergreenchinese.Com,Restaurants,$1-2.5 Million,B+
Cafe Frida,Juaquan,Martinez,Male,Manager,Hispanic,368 Columbus Ave,New York,NY,10024,Verified,(212) 712-2929,NULL,Restaurants,$1-2.5 Million,B+
Cafe LA Morena,George,Peregrina,Male,Owner,Hispanic,950 3rd Ave,Brooklyn,NY,11232,Verified,(718) 788-6478,NULL,Restaurants,"Less Than $500,000",B
Cafe Latino,Anna,Ortiz,Female,Owner,Hispanic,14411 Jamaica Ave,Jamaica,NY,11435,Verified,(718) 526-3528,Mezzerestaurant.Com,Restaurants,"Less Than $500,000",B
Cafe Luluc,Armando,Chavez,Male,CEO,Hispanic,214 Smith St,Brooklyn,NY,11201,Verified,(718) 625-3815,Tripsavvy.Com,Restaurants,"Less Than $500,000",B
Cafe Luxembourg,Lynn,Wagenknecht,Female,Owner,Western Europe,200 W 70th St # 1,New York,NY,10023,Verified,(212) 873-7411,Cafeluxembourg.Com,Beverages (Whls),$100-500 Million,A
Cafe Nunez,Christian,Nunez,Male,Owner,Hispanic,240 W 35th St # 2,New York,NY,10001,Verified,(212) 564-7444,NULL,Restaurants,$1-2.5 Million,B+
Cafe Spice Gct,Sushil,Malhotra,Male,Owner,South Asian,677 Little Britain Rd,New Windsor,NY,12553,Verified,(845) 863-0910,NULL,Restaurants,$5-10 Million,B+
Cafe Via Espresso,Jasmine,Morales,Female,Owner,Hispanic,2409 Steinway St,Astoria,NY,11103,Verified,(718) 545-3290,Cafeviaespressoastoria.Com,Coffee Shops,"Less Than $500,000",B
Campagnola,George,Rivas,Male,Manager,Hispanic,1382 1st Ave # A,New York,NY,10021,Verified,(212) 861-1102,M.Mainstreethub.Com,Restaurants,$1-2.5 Million,A
Campania,Joe,LA Rocca,Male,Owner,Hispanic,9824 4th Ave,Brooklyn,NY,11209,Verified,(347) 517-4868,Campaniacoalfiredpizza.Com,Restaurants,"Less Than $500,000",C+
Cantina Rooftop,Luis,Flores,Male,Manager,Hispanic,605 W 48th St,New York,NY,10036,Verified,(212) 957-1700,Cantinarooftop.Com,Restaurants,"$500,000-1 Million",B
Cape Classics Inc,Robert,Bradshaw,Male,President,Western Europe,16 W 36th St # 13,New York,NY,10018,Verified,(212) 686-1300,Capeclassics.Com,Wine Consultants,$2.5-5 Million,B+
Capital Grille,Jasmine,Kracht,Female,Manager,Western Europe,630 Old Country Rd # 1161d,Garden City,NY,11530,Verified,(516) 746-1675,Thecapitalgrille.Com,Restaurants,"Less Than $500,000",B+
Capital Grille,Alexandra,Musto,Female,Sales,Western Europe,155 E 42nd St,New York,NY,10017,Verified,(212) 953-2000,Thecapitalgrille.Com,Restaurants,$5-10 Million,A
Cara Mia Restrnt,Carlo,DE Ciantis,Male,Owner,Hispanic,22020 Hillside Ave,Queens Village,NY,11427,Verified,(718) 740-9118,Caramiarestaurant.Com,Restaurants,"Less Than $500,000",B
Caravan Of Dreams,Angel,Moreno,Male,Owner,Hispanic,405 E 6th St,New York,NY,10009,Verified,(212) 254-1613,Caravanofdreams.Net,Restaurants,"$500,000-1 Million",B+
Carib-Mex Latin Products Inc,Felix,Vega,Male,President,Hispanic,339 Blooming Grove Tpke # 2,New Windsor,NY,12553,Verified,(845) 561-1486,Carib-Mex.Com,Food Brokers (Whls),$5-10 Million,B+
Caribbean Food Delights Inc,Vincent,Hosang,Male,CEO,Western Europe,117 Route 303 # B,Tappan,NY,10983,Verified,(845) 398-3000,Cfdnyinc.Com,Food Products & Manufacturers,$50-100 Million,A
Caribbean Tropical Fish Inc,Thomas,Gomez,Male,Owner,Hispanic,5509 Church Ave,Brooklyn,NY,11203,Verified,(718) 566-7372,NULL,Seafood-Wholesale,$1-2.5 Million,B
Caridad Restaurant,Juan,Valdez,Male,Owner,Hispanic,1436 Williamsbridge Rd,Bronx,NY,10461,Verified,(718) 892-8322,Caridadbronx.Com,Restaurants,"$500,000-1 Million",B+
Caridad Restaurant,Bruno,Taveras,Male,Manager,Hispanic,9019 Jamaica Ave,Woodhaven,NY,11421,Verified,(718) 847-7575,Caridadrestaurantwoodhaven.Com,Restaurants,"Less Than $500,000",B
Carmel Beverage Ctr,Dennis,Lebron,Male,Owner,Hispanic,323 Route 52,Carmel,NY,10512,Verified,(845) 225-2100,NULL,Beverages (Whls),$2.5-5 Million,C+
Carrot Top Pastries,Guillermo,Deralta,Male,Manager,Hispanic,3931 Broadway,New York,NY,10032,Verified,(212) 927-4800,Carrottoppastries.Com,Bakers-Retail,"$500,000-1 Million",A
Casa Colombia,Eddie,Hernandez,Male,Owner,Hispanic,8623 Roosevelt Ave,Jackson Heights,NY,11372,Verified,(718) 779-6459,Drugfree.Org,Restaurants,$5-10 Million,A
Casa Enrique,Winston,Kulok,Male,Owner,Uncoded,548 49th Ave,Long Island City,NY,11101,Verified,(347) 448-6040,Henrinyc.Com,Restaurants,"Less Than $500,000",C+
Casa Oliviera Wines & Liquors,Fernando,Oliveira,Male,President,Hispanic,98 7th Ave S,New York,NY,10014,Verified,(212) 929-0760,Casaoliveiranyc.Com,Liquors-Retail,"$500,000-1 Million",B
Casa Rivera Grocery & Meat Mkt,Esteban,Viaz,Male,Owner,Hispanic,4015 82nd St,Elmhurst,NY,11373,Verified,(718) 426-7590,NULL,Grocers-Retail,$1-2.5 Million,B+
Casablanca Meat Market,Luis,Perez,Male,Owner,Hispanic,125 E 110th St,New York,NY,10029,Verified,(212) 534-7350,Casablancanyc.Com,Meat-Retail,$1-2.5 Million,B+
Castella Imports Inc,Bill,Valsamos,Male,Owner,Uncoded,60 Davids Dr,Hauppauge,NY,11788,Verified,(631) 231-5500,Castella.Com,Importers (Whls),$5-10 Million,U
Castillo De Jagua,Neltis,Rena,Male,Manager,Hispanic,6811 4th Ave,Brooklyn,NY,11220,Verified,(718) 745-0649,NULL,Restaurants,"Less Than $500,000",C+
Cebu Bar & Bistro,Ted,Mann,Male,Owner,Western Europe,8801 3rd Ave,Brooklyn,NY,11209,Verified,(718) 492-5095,Cebubrooklyn.Com,Restaurants,"Less Than $500,000",B+
Central Park Puppies,Julian,Perera,Male,Owner,Hispanic,650 Central Park Ave # A,Yonkers,NY,10704,Verified,(914) 207-7558,Centralparkpuppies.Com,Pet Breeders,"Less Than $500,000",B+
Cestra's Pizza,Benny,Barisha,Male,Owner,Uncoded,3617 E Tremont Ave,Bronx,NY,10465,Verified,(718) 518-7900,Freedeliveryprinting.Com,Pizza,"Less Than $500,000",C+
Chadwicks American Chophouse,Michael,Dergarabedian,Male,Owner,Centl & SW Asian,49 Front St # B,Rockville Centre,NY,11570,Verified,(516) 766-7800,Chadwicksrvc.Com,Restaurants,"$500,000-1 Million",B+
Charleys Philly Steaks,Winifred,Gomez,Female,Site Manager,Hispanic,401 7th Ave,New York,NY,10001,Verified,(212) 967-6782,Charleys.Com,Restaurants,"$500,000-1 Million",B+
Chefs' Warehouse,John,Pappas,Male,President,Mediterranean,240 Food Center Dr,Bronx,NY,10474,Verified,(718) 842-8700,Chefswarehouse.Com,Food Products (Whls),$5-10 Million,B+
Cherry Valley Marketplace,Raymond,Rodriguez,Male,General Mgr,Hispanic,529 S Broadway,Yonkers,NY,10705,Verified,(914) 965-4467,Shopassociated.Com,Grocers-Retail,$5-10 Million,A
Cherry Valley Supermarket,Luis,Martinez,Male,President,Hispanic,1968 2nd Ave,New York,NY,10029,Verified,(212) 369-2974,Cherryvalleymarketplace.Com,Grocers-Retail,$5-10 Million,A
Chez Amina Restaurant,Nasi,Diallo,Female,Manager,African American,1460a Boston Rd,Bronx,NY,10460,Verified,(917) 801-2222,NULL,Beverages (Whls),$1-2.5 Million,C+
Chez Josephine,Manuel,Uzhca,Male,Owner,Hispanic,414 W 42nd St # A,New York,NY,10036,Verified,(212) 594-1925,Chezjosephine.Com,Restaurants,$1-2.5 Million,B+
Chez Moi,Tarek,Debira,Male,Owner,African American,135 Atlantic Ave,Brooklyn,NY,11201,Verified,(347) 227-8337,Chezmoiny.Com,Restaurants,$1-2.5 Million,B+
Chimu Peruvian Cuisine,Mario,Santillan,Male,CEO,Hispanic,482 Union Ave,Brooklyn,NY,11211,Verified,(718) 383-0045,NULL,Restaurants,"Less Than $500,000",C+
Chocolations,Maria,Valente,Female,Owner,Hispanic,607 E Boston Post Rd,Mamaroneck,NY,10543,Verified,(914) 777-3600,Chocolations.Com,Chocolate & Cocoa (Whls),$5-10 Million,B
Choza Taqueria,David,Alberio,Male,Owner,Hispanic,66 Madison Ave,New York,NY,10016,Verified,(212) 213-0708,NULL,Restaurants,"$500,000-1 Million",B
Churrasqueira Carvalhos Rdz,Roy,Carvalho,Male,Owner,Hispanic,2700 Sunrise Hwy,Bellmore,NY,11710,Verified,(516) 679-3300,Carvalhosrestaurant.Com,Restaurants,$1-2.5 Million,B+
Ciao For Now,Kevin,Berrios,Male,Owner,Hispanic,523 E 12th St # A,New York,NY,10009,Verified,(212) 677-2616,Ciaofornow.Nyc,Restaurants,"Less Than $500,000",C+
Cilantro,Waldo,Gonzalez,Male,Manager,Hispanic,485 Columbus Ave # 1,New York,NY,10024,Verified,(212) 712-9090,Cilantronyc.Com,Restaurants,"$500,000-1 Million",B+
Cinco De Mayo,Caspar,Carrillo,Male,Owner,Hispanic,4229 Bell Blvd,Bayside,NY,11361,Verified,(718) 224-0330,Cincodemayobayside.Com,Restaurants,"Less Than $500,000",C+
City Baking Corp,Barry,Blaine,Male,Owner,Western Europe,1041 45th Ave,Long Island City,NY,11101,Verified,(718) 392-8514,Citybakingcorp.Com,Bakers-Wholesale,$10-20 Million,A
Cj's Olde Thyme Farm,Chantelle,Johnson,Female,Owner,African American,900 Bridge St,Ravena,NY,12143,Verified,(518) 596-2839,Cjsoldethymefarm.Com,Farms,"Less Than $500,000",C
Clare Rose Inc,Sean,Rose,Male,CEO,Scandinavian,100 Rose Executive Blvd,East Yaphank,NY,11967,Verified,(631) 475-1840,Clarerose.Com,Beer & Ale-Wholesale,,A+
Claremont Deli Grocery,Raymond,Soto,Male,Owner,Hispanic,1570 Webster Ave,Bronx,NY,10457,Verified,(347) 431-2759,NULL,Beverages (Whls),$2.5-5 Million,B
Classic Thomas Pizza,Pedro,Martinez,Male,Owner,Hispanic,9023 37th Ave,Jackson Heights,NY,11372,Verified,(718) 446-5388,Orderclassicthomaspizza.Com,Pizza,"Less Than $500,000",C+
Clinton St Baking Co & Rstrnt,De,DE Lahman,,Owner,Far Eastern,4 Clinton St,New York,NY,10002,Verified,(646) 602-6263,Clintonstreetbaking.Com,Restaurants,"Less Than $500,000",C
Coatzingo Restaurant,Delfino,Orea,Male,Manager,Hispanic,7911 Roosevelt Ave,Jackson Heights,NY,11372,Verified,(718) 424-1977,Coatzingorestaurant.Com,Restaurants,"Less Than $500,000",C+
Coca-Cola Bottling Co-Northern,Meghann,Devine,Female,Manager,Western Europe,38 Warehouse Row,Albany,NY,12205,Verified,(518) 459-2010,Ccnne.Com,Bottlers (Mfrs),$50-100 Million,A+
Coffee Holding Co Inc,Andrew,Gordon,Male,CEO,Western Europe,3475 Victory Blvd # 4,Staten Island,NY,10314,Verified,(718) 832-0800,Coffeeholding.Com,Coffee Roasting (Whls),,A+
Cold Stone Creamery,Dominique,Jamison-Jones,Female,Manager,Western Europe,139 Flatbush Ave # B3,Brooklyn,NY,11217,Verified,(718) 789-2903,Coldstonecreamery.Com,Ice Cream Parlors,"$500,000-1 Million",B+
Colombian El Cafetal Bakery,Edison,Cevalloa,Male,Owner,Uncoded,10225 Jamaica Ave,Richmond Hill,NY,11418,Verified,(718) 805-8204,NULL,Bakers-Retail,"Less Than $500,000",B
Columbia Restaurant,Hugo,Juarez,Male,Owner,Hispanic,376 5th Ave,Brooklyn,NY,11215,Verified,(718) 369-2020,Columbiany.Com,Restaurants,"Less Than $500,000",C
Compadres Mexican Food Corp,Juan,Flores,Male,Owner,Hispanic,9221 Liberty Ave,Ozone Park,NY,11417,Verified,(718) 323-2230,Mexican-Cafe.Com,Restaurants,"Less Than $500,000",C+
Compare Foods,Alex,Chavez,Male,General Mgr,Hispanic,126 Featherbed Ln,Bronx,NY,10452,Verified,(718) 294-5533,Shopcomparefoods.Com,Grocers-Retail,"$500,000-1 Million",B
Compare Foods,Juan,Guzman,Male,President,Hispanic,1551 Straight Path # A,Wyandanch,NY,11798,Verified,(631) 254-1400,Shopcomparefoods.Com,Grocers-Retail,$5-10 Million,A
Condal Distributors Inc,Nelson,Fernandez,Male,Vice President,Hispanic,531 Dupont St,Bronx,NY,10474,Verified,(718) 589-1100,Condalfood.Com,Food Products & Manufacturers,$10-20 Million,A
Cone Zone,Donna,Narciso,Female,CEO,Hispanic,747 W Nyack Rd # 2,West Nyack,NY,10994,Verified,(845) 353-4800,NULL,Ice Cream Parlors,"Less Than $500,000",C+
Connecticut Muffin,Jonathan,Medina,Male,Manager,Hispanic,206 Prospect Park W # A,Brooklyn,NY,11215,Verified,(718) 965-2067,NULL,Restaurants,"Less Than $500,000",B
Constellation Brands Inc,William A,Newlands,Male,CEO,Western Europe,207 High Point Dr # 100,Victor,NY,14564,Verified,(585) 678-7100,Cbrands.Com,Wineries (Mfrs),,A+
Continental Grain Co,Paul J,Fribourg,Male,CEO,Uncoded,767 5th Ave # 15,New York,NY,10153,Verified,(212) 207-5100,Continentalgrain.Club,Poultry Farms,,A+
Cookies United,Luis,Galeano,Male,CEO,Hispanic,141 Freeman Ave,Islip,NY,11751,Verified,(631) 581-4000,Silverlakecookie.Com,Cookies & Crackers-Manufacturers,$50-100 Million,B+
Corona Pizza,Joseph,Sanchez,Male,Owner,Hispanic,5123 108th St,Corona,NY,11368,Verified,(718) 271-3736,Coronapizzamenu.Com,Pizza,"Less Than $500,000",B
Corona's Farm,Odalis,Marte,Female,Owner,Hispanic,3785 103rd St,Flushing,NY,11368,Verified,(718) 779-2097,NULL,Farms,"$500,000-1 Million",B+
Cositas Ricas,Dario,Franco,Male,Owner,Hispanic,7919 Roosevelt Ave # 1,Jackson Heights,NY,11372,Verified,(718) 478-6018,Digitalmarket.Website,Restaurants,"$500,000-1 Million",B+
Costanzo's Bakery,Peter,Bloom,Male,CEO,Scandinavian,30 Innsbruck Dr,Buffalo,NY,14227,Verified,(716) 656-1016,Costanzosbakery.Com,Bakers-Retail,$1-2.5 Million,A
Costco Wholesale,Victor,Curtis,Male,Senior VP,Western Europe,517 E 117th St # 101,New York,NY,10035,Verified,(212) 896-5875,Costco.Com,Wholesale Clubs,$20-50 Million,A
Costco Wholesale,Art,Salas,Male,Vice President,Hispanic,1250 Old Country Rd,Westbury,NY,11590,Verified,(516) 683-8300,Costco.Com,Wholesale Clubs,"$500,000-1 Million",B+
Country Club,Inez,Gomez,Female,Owner,Hispanic,3464 E Tremont Ave,Bronx,NY,10465,Verified,(347) 810-9995,NULL,Beverages (Whls),$1-2.5 Million,C+
Country Life LLC,Halbert,Drexler,Male,CEO,Western Europe,180 Motor Pkwy,Hauppauge,NY,11788,Verified,(631) 232-5400,Countrylifevitamins.Com,Nutritional Food Supplements-Mfr,,A
County Wide Ice Cream Distr,H Lloyd,Jose,Male,President,Hispanic,1600 N Ocean Ave # 8,Holtsville,NY,11742,Verified,(631) 475-7722,NULL,Ice Cream & Frozen Desserts-Distr (Whls),$5-10 Million,B
Cracker King Corp,Leonard,Morales,Male,President,Hispanic,307 Peninsula Blvd,Hempstead,NY,11550,Verified,(516) 539-9251,NULL,Bakers-Wholesale,$10-20 Million,B+
Crown Maple,Michael,Cobb,Male,CEO,Western Europe,47 Mccourt Rd,Dover Plains,NY,12522,Verified,(845) 877-5119,Crownmaple.Com,Maple Sugar & Syrup,"Less Than $500,000",B
Cucina Antica Foods Corp,Niel,Fusco,Male,Owner,Mediterranean,333 N Bedford Rd # 118,Mount Kisco,NY,10549,Verified,(914) 244-9700,Montebene.Com,Food Products & Manufacturers,$1-2.5 Million,B+
Cumberland Packing Corp,Stephen,Eisenstadt,Male,CEO,Not Available,2 Cumberland St,Brooklyn,NY,11205,Verified,(718) 797-7733,Cpack.Com,Food Products & Manufacturers,$10-20 Million,A
Curry Express,Ranjid,Sangh,Male,Vice President,South Asian,130 E 29th St #1,New York,NY,10016,Verified,(212) 251-0202,Curryexp.Com,Restaurants,"Less Than $500,000",C+
D & L Deli Grocery,Carlos,Martinez,Male,Owner,Hispanic,9119 31st Ave,East Elmhurst,NY,11369,Verified,(718) 651-2322,NULL,Grocers-Retail,"$500,000-1 Million",B
D Bertoline & Sons Inc,Dominic,Bertoline,Male,Owner,Mediterranean,7 John Walsh Blvd,Peekskill,NY,10566,Verified,(914) 737-0266,Dbertolineandsons.Com,Beer & Ale-Wholesale,$100-500 Million,A+
D'Agostino Supermarkets Inc,Nicholas,D'Agostino Iii,Male,President,Mediterranean,1385 Boston Post Rd,Larchmont,NY,10538,Verified,(914) 833-4000,Dagnyc.Com,Grocers-Retail,,A+
Da Noi Restaurant,Luis,Gomez,Male,Owner,Hispanic,138 Fingerboard Rd,Staten Island,NY,10305,Verified,(718) 720-1650,Danoinyc.Com,Restaurants,"$500,000-1 Million",B+
Da Tommaso Restaurant,Paul,Di Tommaso,Male,Owner,Mediterranean,903 8th Ave # 53,New York,NY,10019,Verified,(212) 265-1890,Datommasony.Com,Restaurants,"$500,000-1 Million",B+
Dairy Conveyor Corp,Peter,Debald,Male,Partner,Western Europe,38 Mount Ebo Rd S,Brewster,NY,10509,Verified,(845) 278-7878,Dairyconveyor.Com,Conveyors & Conveying Equipment-Mfrs,,A+
Dannon Co Inc,Mariano,Lozano,Male,CEO,Hispanic,1 Maple Ave,White Plains,NY,10605,Verified,(914) 872-8400,Dannon.Com,Yogurt-Manufacturers,,A+
Danoi Restaurant Victory Blvd,Louis,Gomez,Male,Owner,Hispanic,4358 Victory Blvd,Staten Island,NY,10314,Verified,(718) 982-5040,Danoinyc.Com,Restaurants,"Less Than $500,000",B
Davey's Ice Cream,Stephanie,Rodrigeuz,Female,Manager,Hispanic,137 1st Ave,New York,NY,10003,Verified,(212) 228-8032,Daveysicecream.Com,Ice Cream Parlors,"Less Than $500,000",B
De An's Pork Products,Guy,D Angelis,Male,Owner,Mediterranean,197 34th St,Brooklyn,NY,11232,Verified,(718) 788-2464,NULL,Meat-Wholesale,$20-50 Million,A+
De Iorio's Foods Inc,Jim,Viti,Male,Manager,Mediterranean,2200 Bleecker St,Utica,NY,13501,Verified,(315) 732-7612,Deiorios.Com,Frozen Foods-Wholesale,,A
De Marco Vineyards,David,DE Marco,Male,Owner,Hispanic,929 Davy Rd,Penn Yan,NY,14527,Verified,(315) 536-0882,NULL,Vineyards,"Less Than $500,000",B+
Debel Foods,Elliot,Gibber,Male,Owner,Not Available,64 Kutger Rd,Thompsonville,NY,12784,Verified,(845) 434-7560,Debelfoods.Com,Eggs (Whls),$50-100 Million,A+
Dee's,Dee,Arabian,Female,Owner,Centl & SW Asian,10723 Metropolitan Ave,Forest Hills,NY,11375,Verified,(718) 793-7553,Deesburgers.Com,Restaurants,"$500,000-1 Million",B+
Dejavu Restaurant,Emil,Avetisian,Male,Manager,Centl & SW Asian,3060 Ocean Ave # 5j,Brooklyn,NY,11235,Verified,(718) 333-0037,NULL,Restaurants,"Less Than $500,000",C+
Delaware North Co Inc,Lou,Jacobs,Female,CEO,Western Europe,250 Delaware Ave # 1000,Buffalo,NY,14202,Verified,(716) 858-5000,Delawarenorth.Com,Food Service-Management,,A+
Delaware North Co Inc,Charlie,Jacobs,Male,CEO,Western Europe,250 Delaware Ave # 1000,Buffalo,NY,14202,Verified,(716) 858-5000,Delawarenorth.Com,Food Service-Management,,A+
Delicias Andinas Inc,Manuel,Miranda,Male,Owner,Hispanic,5750 Maspeth Ave,Maspeth,NY,11378,Verified,(718) 416-2922,Arepasonline.Com,Bread/Other Bakery Prod-Ex Cookies,$1-2.5 Million,A
Dell's Maraschino Cherries Co,Arthur,Mondella,Male,President,Uncoded,175 Dikeman St,Brooklyn,NY,11231,Verified,(718) 624-4380,Dellscherry.Com,Food Products & Manufacturers,$1-2.5 Million,A
Deninos Pizzeria Tavern,Palmer,Denino,Male,Owner,Mediterranean,524 Port Richmond Ave,Staten Island,NY,10302,Verified,(718) 442-9401,Deninossi.Com,Pizza,"$500,000-1 Million",B+
Despana,Angelica,Intriago,Female,Owner,Hispanic,408 Broome St,New York,NY,10013,Verified,(212) 219-5050,Despanabrandfoods.Com,Wines-Wholesale,$5-10 Million,B
