name,street,city,state,zip,x,y,website,facebook,twitter,email,phone,fmid,operation id,data_source,current_ww_vendor,compared
Eli M. Zook,583 Mt. Pleasant Rd,Quarryville,Pennsylvania,17566,,,,,,,(717)-786-0918,,1600001562,operators,NO,true
Eli Miller,1087 BL Creek Trail,Nathalie,Virginia,24577,,,,,,,434-349-1312,,8210007129,operators,NO,true
Eli N.E. Raber,1053 West Hill Road,Lyon Mountain,New York,12955,,,,,,,No Telephone,,3252017038,operators,NO,true
Eli P. Ebersol,1914 Cider Press Road,Manheim,Pennsylvania,17545,,,,,,,717-293-9455,,6431813410,operators,NO,true
Eli R. Peachey,97 Soft Run Lane,Belleville,Pennsylvania,17004,,,,,,,,,8210002662,operators,NO,true
Eli Ray King,605 West Fiery Hill Road,Little Falls,New York,13365,,,,,,,717-951-9107,,8210005039,operators,NO,true
Eli Ray Miller,397 Aney Hill Rd,Jordanville,New York,13361,,,,,,,315-823-1525,,3252013068,operators,NO,true
Eli Troyer Farm,2016 District Road,Stoneboro,Pennsylvania,16153,,,,,,,,,9950004520,operators,NO,true
Eli U. Mast,280 Budnick Road,Fort Plain,New York,13339,,,,,,,No Telephone,,3252018031,operators,NO,true
Eli Wagler,1545 State Highway 37C,Bombay,New York,12914,,,,,,,,,3928971992,operators,NO,true
Elias Hoover,2019 Yatesville Rd.,Penn Yan,New York,14527,,,,,,evergreenexcavation@ibyfax.com,315-536-5080,,8210007332,operators,NO,true
Elias J. Miller,9921 Wayne Center Rose Road,Clyde,New York,14433,,,,,,,No Telephone,,3252017007,operators,NO,true
Elias Zook,365 Henne Road,Bernville,Pennsylvania,19506,,,,,,,,,8210005801,operators,NO,true
Elijah Wayne Parrish,2571 Dundas Rd.,Kenbridge,Virginia,23944,,,,,,,434-917-2670,,5871059500,operators,NO,true
Elk Ridge Acres,322 Little Elk Creek Road,Lincoln University,Pennsylvania,19352,,,,,,,,,8210005342,operators,NO,true
Elm Tree Organics,727 Kraybill Church Road,Mount Joy,Pennsylvania,17552,,,,,,,(717) 653-7346,,8210001488,operators,NO,true
El-Mar Farms,4013 Dundee Himrod Rd,Himrod,New York,14842,,,,,,,607-243-5165,,3920897641,operators,NO,true
Elmer King,1125 River Road,Quarryville,Pennsylvania,17566,,,,,,,717-344-9529,,8210006970,operators,NO,true
Elmer L. Fisher,8486 Elizabethtown Road,Elizabethtown,Pennsylvania,17022,,,,,,,,,6432015860,operators,NO,true
Elmer L. Miller,240 Phillip Rd,Fort Plain,New York,13339,,,,,,,518-569-7078,,3252019084,operators,NO,true
Elmo M. Martin,105 Turkey Gobbler Rd,Blain,Pennsylvania,17006,,,,,,andyr@jwmpoultry.com,717-537-7885,,8210007573,operators,NO,true
Elon Zimmerman Farm,1997 State Route 118,North Bangor,New York,12966,,,,,,,518-483-0402,,9572031700,operators,NO,true
Elton Z. Martin,2148 Baker Rd.,Penn Yan,New York,14527,,,,,,kristen@hbfeggs.com,646-779-4298,,8210007149,operators,NO,true
Elvin H. Eberly,4519 Stever Hill Road,Branchport,New York,14418,,,,,,,,,8210002674,operators,NO,true
Elvin L. Bullock,4915 Smith Rd,East Bethany,New York,14054,,,,,,,585-689-4159,,8210007315,operators,NO,false
Elvin S. Lapp,99 Peebles Rd,Newburg,Pennsylvania,17240,,,,,,,(717)-423-6685,,1600002143,operators,NO,true
Elvin Z. Fox,161 Stone Quarry Road,Leola,Pennsylvania,17540,,,,,,,,,8210006383,operators,NO,true
Elvin Zimmerman,212 Turkey Run Road,Mifflinburg,Pennsylvania,17844,,,,,,mwhitsel@bjepoultry.com,(570) 374-8148,,8210002677,operators,NO,true
Emanuel Beiler,4831 State Hwy 10,Fort Plain,New York,13339,,,,,,,,,8210004571,operators,NO,true
Emanuel D. Byler,204 County 18,Whitehall,New York,12887,,,,,,,No Telephone,,3252016169,operators,NO,true
Emanuel F. Esh,456 Pine Grove Rd,Airville,Pennsylvania,17302,,,,,,,,,6432015900,operators,NO,true
Emanuel J Schwartz,6332 County Route 8,Avoca,New York,14809,,,,,,,No Telephone,,3252011054,operators,NO,true
Emanuel J. Raber,120 Blow Road,Chateaugay,New York,12920,,,,,,,,,8210006282,operators,NO,true
Emanuel K. Kauffman,411 Picnic Rd.,Lykens,Pennsylvania,17048,,,,,,wkf@emypeople.net,(717) 365-0945,,8210002681,operators,NO,true
Emanuel L. And Barbara G. Zook,470 Compass Road,Parkesburg,Pennsylvania,19365,,,,,,,(610) 857-4386,,1600003131,operators,NO,true
Emanuel M. Shetler,307 Townline Road,Hermon,New York,13652,,,,,,,No Telephone,,3252017049,operators,NO,true
Emary Springs Farm,11274 County Rd 36,Freedom,New York,14065,,,,,,sarahatch1980@gmail.com,716-904-2348,,3250200349,operators,NO,true
Emerald Valley Dairy Farm,1420 Center Road,Newville,Pennsylvania,17241,,,,,,hhdf@innernet.net,(717) 263-9577,,8210005583,operators,NO,true
Emery Raber,2060 County Line Road,Greenville,Pennsylvania,16125,,,,,,,,,9950006202,operators,NO,true
Emmanuel Girod Jr.,11221 Fitch Farm Road,Freedom,New York,14065,,,,,,,,,6432016730,operators,NO,true
Empire Dairy,3767 Fruit Ave,Medina,New York,14103,,,,,,cjhartway@live.com,585-943-0257,,3252016068,operators,NO,true
Empire Medicinals,"1861 Scottsville Road, Building 200, Suite A",Rochester,New York,14623,,,http://www.leepfoods.com,,,leluft@empiremedicinals.com,585-683-1265,,3252015114,operators,NO,false
End Of The Lane Farm,601 Sutton Road,Cornwallville,New York,12418,,,,,,thefarmattheendofthelane@gmail.com,,,8210004435,operators,NO,true
Enfield Glen Hopyard,260 Hines Rd,Newfield,New York,14867,,,,,,jason@enfieldglenhopyard.com,607-738-4345,,3252019101,operators,NO,true
Engelbert Farms LLC,182 Sunnyside Road,Nichols,New York,13812,,,http://www.engelbertfarms.com,,,,607-725-7621,,4210004018,operators,NO,true
Engelbert Farms Organic,182 Sunnyside Road,Nichols,New York,13812,,,http://www.engelbertfarms.com,,,,607-725-7621,,4210019106,operators,NO,false
Engelhart CTP (US) LLC,"400 Atlantic St, 11th Floor",Stamford,Connecticut,06901,,,,,,,203-349-7500,,8240071618,operators,NO,true
English Farm,3625 Valley Road,Liberty Corner,New Jersey,07938,,,http://www.englishfarm.org,,,,,,5600000132,operators,NO,true
Enos & Jemima Weaver Farm,1963 Jordanville Road,Jordanville,New York,13361,,,,,,,717-773-5510,,8210006740,operators,NO,true
Enos B. Wengerd,115 Hall Road,Massena,New York,13662,,,,,,,No Telephone,,3252013070,operators,NO,true
Enos Byler,135 County Route 9,Bombay,New York,12914,,,,,,,No Telephone,,3252017075,operators,NO,true
Enos D. & Rebecca J. Yoder,306 Windy Acres Lane,Tyrone,Pennsylvania,16686,,,,,,,,,1600002260,operators,NO,true
Enos D. Kurtz,106 Cotter Road,Bombay,New York,12914,,,,,,,,,6430713900,operators,NO,true
Enos D. Wengerd,119 Rathbunville Ln,Whitehall,New York,12887,,,,,,,No Telephone,,3252016103,operators,NO,true
Enos Wengerd,17607 Rte 75 S.,Port Royal,Pennsylvania,17082,,,,,,,,,8210006963,operators,NO,true
Ephraim D. And Katie M. Yoder,795 Willkow Rd,Berlin,Pennsylvania,15530,,,,,,,(814) 267-9932 *3,,8210002697,operators,NO,true
Ephraim F. Stoltzfus,339 Philips Rd.,Bloomsburg,Pennsylvania,17815,,,,,,,,,8210002696,operators,NO,false
Ephraim Fisher,4506 Delta Road,Delta,Pennsylvania,17314,,,,,,,,,9950009078,operators,NO,true
Ephraim G. Zook,259 Lower Road,Shamokin,Pennsylvania,17872,,,,,,,,,8210002699,operators,NO,true
Ephraim H Kilmer Jr,3407 Sutherland Rd,Penn Yan,New York,14527,,,,,,,315-531-8072,,3920897565,operators,NO,true
Ephraim K. Stoltzfus,540 Rife Road,Millersburg,Pennsylvania,17061,,,,,,,717-968-0073,,8210007534,operators,NO,true
Ephraim Stoltzfus,39 Golf Rd,Myerstown,Pennsylvania,17067,,,,,,,,,1600002618,operators,NO,true
Erbie S. Stoltzfus,1762 West Valley Rd.,Loganton,Pennsylvania,17747,,,,,,,,,8210006683,operators,NO,true
Eretz Goshen Farms,71 Dzierzek Lane,New Hampton,New York,10958,,,http://www.yiddishfarm.org,,,,(845) 360-5023,,3252013001,operators,NO,true
Eric Ashley,1040 West Roseville Rd,Lancaster,Pennsylvania,17604,,,,,,eldonm@melhornsst.com,(717) 587-4373,,8210002702,operators,NO,true
Eric Brubaker,7 Bennett Road,Forksville,Pennsylvania,18616,,,,,,jandeenterprise@epix.net,,,8210006216,operators,NO,true
Eric J. Nickol And Jessica L. Nickol,997 County Hwy. 35,Maryland,New York,12116,,,,,,ej.nick@yahoo.com,(607) 286-7126,,6430612910,operators,NO,true
Eric R. Martin,891 Rettew Mill Rd,Ephrata,Pennsylvania,17522,,,,,,esmartin6901@sbcglobal.net,717-725-1044,,1600002844,operators,NO,true
Eric Westfall,725 Gifford Road,Phelps,New York,14532,,,,,,westfallfarms@hotmail.com,315-374-2955,,3252016109,operators,NO,true
Eric Z. Martin,4288 Friend Road,Penn Yan,New York,14527,,,,,,,,,8210002701,operators,NO,true
Ervin E. Miller,962 West Denny's Road,Dover,Delaware,19904,,,,,,,(302)-734-7647,,2201800200,operators,NO,true
Ervin Hostetler,775 Kanagy Road,Belleville,Pennsylvania,17004,,,,,,,717-250-7422,,6431712630,operators,NO,true
Ervin J. Mast,2277 Upper Turnpike Road,Whitehall,New York,12887,,,,,,,,,8210006307,operators,NO,true
Ervin L. Kurtz,324 County Route 4,Bombay,New York,12914,,,,,,,,,6431712330,operators,NO,true
Ervin N. Hoover,742 Dice Rd,Mifflinburg,Pennsylvania,17844,,,,,,,(570)-966-0875,,1600001452,operators,NO,true
Esh Family Farm,8613 Tunison Rd.,Interlaken,New York,14847,,,,,,,available on phone saturdays 8-8:30 AM,,8210006244,operators,NO,true
Esle Yoder,973 Crest Rd.,Winfield,Pennsylvania,17889,,,,,,mwhitsel@bjepoultry.com,(570) 765-3168,,8210006364,operators,NO,true
"Et Cetera Farm, LLC",936 County Rte 21,Ghent,New York,12075,,,,,,,518-672-4250,,3252009039,operators,NO,true
Ethos Health LLC,177 West Mill Road,Long Valley,New Jersey,07853,,,,,,,(908)-867-0060,,2201804000,operators,NO,true
Eugene H. Martin,155 Laurel Dr.,Pine Grove,Pennsylvania,17963,,,,,,mareug6@gmail.com,(570)-640-4546,,1600002501,operators,NO,true
Eugene Sensenig,841 Maxwell Road,Rushville,New York,14544,,,,,,,585-554-4113,,3252018024,operators,NO,true
Evan Saylor,Mountain Road,Port Royal,Pennsylvania,17082,,,,,,evansaylor88@gmail.com,717-513-6820,,8210007346,operators,NO,true
Evan Schrock,90 Lynndale Rd,Oakland,Maryland,21550,,,,,,,240-321-8878,,5870002795,operators,NO,true
Evans Farmhouse Creamery,5039 State Highway 23,Norwich,New York,13815,,,,,,evansfarmhouse@hotmail.com,607-244-6968,,3252019085,operators,NO,true
Even' Star Organic Farm,48322 Far Cry Road,Lexington Park,Maryland,20653,,,http://www.evenstarfarm.org,,,evenstarfarm@evenstarfarm.org,301-481-7188,,6780000056,operators,NO,true
Evening Star Ranch,52554 Hell Street,Cape Vincent,New York,13618,,,,,,drewchurchill1@gmail.com,315-767-2608,,3252015120,operators,NO,true
Ever Green Farm Inc.,5942 Old Lake Road,Rock Stream,New York,14878,,,http://www.egfcsa.com,,,info@egfcsa.com,607-243-3613,,3250200628,operators,NO,true
Everclear Valley Farms,636 Hagens Road,Homer City,Pennsylvania,15748,,,,,,cw@everclearvalleyfarms.com,(412) 309-0062,,8210001515,operators,NO,true
Evergreen Farm,439 Byerland Church Road,Willow Street,Pennsylvania,17584,,,,,,,717-475-3998,,8210006954,operators,NO,true
Evergreen Farm LLC,864 Thrall Avenue,Suffield,Connecticut,06078,,,,,,,(860)-986-1542,,2201901400,operators,NO,true
Eve's Cidery,308 Beckhorn Hollow ROad,Van Etten,New York,14889,,,http://www.evescidery.com,,,autumn@evescidery.com,607-229-0230,,3252017104,operators,NO,true
Ezra E. Mast,14503 Route 333,Port Royal,Pennsylvania,17082,,,,,,,(717) 527-2615,,8210002714,operators,NO,true
Ezra Fisher,2608 Shippendam Rd.,Millersburg,Pennsylvania,17061,,,,,,,(717) 692-2987,,8210001000,operators,NO,true
Ezra Kauffman,352 Bell Rd,Christiana,Pennsylvania,17509,,,,,,,,,9950008879,operators,NO,true
Fair Family Farms LLC,3949 Allegheny Rd.,Manns Choice,Pennsylvania,15550,,,,,,fairtom118@gmail.com,(814) 934-1170,,8210001521,operators,NO,true
Fair Hill Farms Inc.,10118 Augustine Herman Hwy,Chestertown,Maryland,21620,,,,,,fry.fhf@gmail.com,410-778-2372,,8210001525,operators,NO,true
Fairview Farm,7664 Hardscrabble Road,Addison,New York,14801,,,,,,dmitch7664@stny.rr.com,607-359-2928,,3252013029,operators,NO,true
Fairview Farm and Guest Ranch,2717 Fairview Road,Granville Summit,Pennsylvania,16926,,,,,,,(570)-240-5780,,2201904800,operators,NO,true
Fairview Gardens,850 W. Fairview Road,Lititz,Pennsylvania,17543,,,,,,nnolt1979@gmail.com,,,8210001527,operators,NO,true
Fairview Valley Farm,30 B North Hollander Road,Gordonville,Pennsylvania,17529,,,,,,,,,8210006195,operators,NO,true
Faith Farms LLC,5953 Sayles Corners Road,Moravia,New York,13118,,,,,,deboralouise@hotmail.com,(315) 729-5393 (Larry),,8210006953,operators,NO,true
"Fake Farm Organic
Peter N. Fake",1399 Manor Road,Windsor,Pennsylvania,17366,,,,,,pfake1399@comcast.net,717-244-3641,,8210006871,operators,NO,true
Family Cow Farm,1090 Kirkwood Pike,Quarryville,Pennsylvania,17566,,,,,,,,,9950004846,operators,NO,true
"Fansler, David",1103 Upper Cove Road,Mathias,West Virginia,29812,,,,,,dsfansler@hardynet.com,304-897-5154,,7920118004,operators,NO,true
Fanuel Farm,425 Cocolamus Road,Mcalisterville,Pennsylvania,17049,,,,,,,,,1600001959,operators,NO,true
Farm & Oven Snacks Inc.,340 Constance Drive,Warminster,Pennsylvania,18974,,,,,,mike@farmandoven.com,1-267-848-8033,,8240051220,operators,NO,true
Farm At Cold Brook,206 Grants Rd,Poland,New York,13431,,,,,,,,,9950007490,operators,NO,false
Farm Of Peace,1212 Haven Lane,Warfordsburg,Pennsylvania,17267,,,,,,csa@farmofpeace.com,717-573-4722,,8210005114,operators,NO,true
Farmdale Organics,104 Farmdale Rd,Christiana,Pennsylvania,17509,,,,,,,,,9950003424,operators,NO,true
"Farmer's Pride, Inc. -Bell & Evans",154 West Main St & 2929 US Rte 22,Fredericksburg,Pennsylvania,17026,,,,,,rriter@bellandevans.com,717-865-6626 ext. 3110,,8210001569,operators,NO,false
Farming 101,101 Brushy Hill Road,Newtown,Connecticut,06470,,,,,,,(203)-304-1451,,2201104700,operators,NO,true
Farmington Acres LLC,650 Harrington Rd,Rising Sun,Maryland,21911,,,,,,arthur.meulenberg@yahoo.com,410-658-2429,,3928971334,operators,NO,true
FARMS 7745 & 8539 - Susan Gschwendtner,"1657 31st St.NW, Apt. 401","Washington, DC",District of Columbia,20007,,,,,,smg@susangsch.com,(202) 255-0159,,9579000500,operators,NO,true
Farrow Farm,548 County Road 22,Earlville,New York,13332,,,,,,farrow170@morrisville.edu,607-316-8070,,8210005437,operators,NO,true
Farview Farm,253 Kuzia Dr.,Newark Valley,New York,13811,,,,,,,(607)-857-2943,,2202003800,operators,NO,true
Fat Stone Farm LLC,139-3 Joshuatown Rd,Lyme,Connecticut,06371,,,,,,,(860)-434-6872,,2201500100,operators,NO,true
Feather Brook Farm,122 Snyder Road,Fort Plain,New York,13339,,,,,,,717-344-2284,,3252016152,operators,NO,true
Feed Ingredient Trading Corporation,316 Delaware Ave. Suite 12,Delmar,New York,12054,,,,,,,518-478-7850,,6433675419,operators,NO,true
Fellenz Family Farm,1919 Lester Rd,Phelps,New York,14532,,,http://www.fellenzfamilyfarm.com,,,,585-732-4794,,3250200513,operators,NO,true
Ferlin Martin,8324 Possum Hollow Rd.,Shippensburg,Pennsylvania,17257,,,,,,kate.livingston@plainvillefarms.com,717-624-6952,,8210004738,operators,NO,true
Ferrell Family Farms LLC,402 Ferrell Farm Ln,Wylliesburg,Virginia,23976,,,,,,dferrell@wildblue.net,434-470-2955,,7920215047,operators,NO,false
Fertrell Co.,600 N. 2nd St.,Bainbridge,Pennsylvania,17502,,,,,,,,,9950009895,operators,NO,false
FICO Farms,13 Dewey Avenue,Fairport,New York,14450,,,,,,ficofarm@gmail.com,585-770-4702,,3252017064,operators,NO,true
Fiddlers Green Farm LLC,3907 Old Taneytown Road,Taneytown,Maryland,21787,,,,,,,,,6781020506,operators,NO,false
"Fields Without Fences, LLC",73 Barbertown-Idell Road,Frenchtown,New Jersey,08825,,,http://www.fieldswithoutfences.org,,,,,,5600000093,operators,NO,true
Finch Family Farm,1490 McGraw Marathon Road,Marathon,New York,13803,,,http://www.finchfamilyfarm.com,,,atokad09@yahoo.com,607-237-8763,,3252016086,operators,NO,true
"Finding Home Farms, LLC",140 Eatontown Road,Middletown,New York,10940,,,http://www.findinghomefarms.com,,,dana@findinghomefarms.com,845-355-4335,,3252015012,operators,NO,true
Finger Lakes Maple,7 Knoll Tree Rd,Ithaca,New York,14850,,,,,,fingerlakesmaple@gmail.com,607-745-6343,,3252011007,operators,NO,true
Finnerty Farm,1892 US Highway 11,Gouverneur,New York,13642,,,,,,finnertyfarm@gmail.com,,,8210001580,operators,NO,true
Fioretti Farm,3812 State Route 149,Fort Ann,New York,12827,,,,,,cumminsbt6@gmail.com,,,8210005543,operators,NO,true
Firth Maple Products,41308 State Hwy 77,Spartansburg,Pennsylvania,16434,,,http://www.firthmapleproducts.com,,,guy@firthmapleproducts.com,814-654-2435,,3252015009,operators,NO,true
Fisher Boys Enterprises,1052 Lancaster Pike,Quarryville,Pennsylvania,17566,,,,,,,,,8210004830,operators,NO,true
Fisher Farm,975 Rakers Mills Road,Elizabethville,Pennsylvania,17023,,,,,,,(717) 362-6432,,8210001587,operators,NO,true
Fishkill Farms LLC,9 Fishkill Farm Road,Hopewell Junction,New York,12533,,,http://www.fishkillfarms.com,,,production@fishkillfarms.com,845-897-4377,,3252016147,operators,NO,true
Flaming Maple Farm,4395 Marietta Avenue,Columbia,Pennsylvania,17512,,,,,,,,,8210005257,operators,NO,true
"Fledging Crow Vegetables, LLC",122A Robare Road,Keeseville,New York,12944,,,http://www.fledgingcrow.com,,,fledgingcrow@gmail.com,518-593-8769,,3252016013,operators,NO,true
"Flint Creek Farm, LLC",2150 Vogt Rd,Stanley,New York,14561,,,,,,,585-216-5798,,3252020008,operators,NO,true
Flintroad Farms,432 Flint Road,Mifflintown,Pennsylvania,17059,,,,,,jshuler@bellandevans.com,717-865-1186,,8210006977,operators,NO,true
Flocktown Farm,552 Pittstown Road,Pittstown,New Jersey,08867,,,,,,,(908)-627-4052,,2201909000,operators,NO,true
Floyd Yoder,153 Old River Rd,Salisbury,Pennsylvania,15558,,,,,,,(814) 662-2049,,1600003399,operators,NO,true
Flying Plow Farm,96 Charles Johnson Farm Lane,Rising Sun,Maryland,21911,,,http://www.flyingplowfarm.com,,,flyingplowfarm@gmail.com,443-686-9786,,6780000205,operators,NO,true
Flying Rabbit Farm,174 Main St,Otego,New York,13825,,,,,,,607-988-9029,,3250200433,operators,NO,true
Focus Farm,551 Bostian Rd,Lewisburg,Pennsylvania,17837,,,,,,mwhitsel@bjepoultry.com,(570) 374-8148,,8210001596,operators,NO,true
Foggy Meadow,10340 Daley Rd,Fillmore,New York,14735,,,,,,,585-567-2257,,3250200401,operators,NO,true
Foggy Valley Organics,808 Bartville Road,Christiana,Pennsylvania,17509,,,,,,,,,9950007678,operators,NO,true
Fontanel Farm,1856 Flowing Spring Road,Buchanan,Virginia,24066,,,,,,,(540)-525-3383,,1600002076,operators,NO,true
Ford Farm,1488 Ford Rd,Owego,New York,13827,,,,,,siennaf@aol.com,607-757-9351,,3250200604,operators,NO,true
Ford-Ridge Farm,2709 Ridge Road,Rome,Pennsylvania,18837,,,,,,jjford07@frontiernet.net,570-247-2952,,3252006120,operators,NO,true
Forest City Farms LLC,1100 River Road,Middletown,Connecticut,06457,,,,,,,(860)-777-5507,,2201706100,operators,NO,true
Forest Ridge Acres,9077 Possum Hollow Road,Shippensburg,Pennsylvania,17257,,,,,,,(717)-530-0406,,1600001827,operators,NO,true
Forest View Farm,92A Mcilvaine Rd,Paradise,Pennsylvania,17562,,,,,,,(717)-442-1020,,1600002144,operators,NO,true
Forge Crossings Organics,202 Union Square Rd,Nottingham,Pennsylvania,19362,,,,,,,610-932-3914,,3928971560,operators,NO,true
Fort Hill Farm,8691 County Road 137,Lodi,New York,14860,,,,,,,,,8210001601,operators,NO,true
Fort Hill Farm LLC,18 Fort Hill Road,New Milford,Connecticut,06776,,,,,,,(860)-350-3158,,2200304700,operators,NO,true
Four Fold Farm LLC,484 Mettacahonts Rd,Accord,New York,12404,,,,,,doug@fourfoldfarm.com,845-235-7582,,3252018068,operators,NO,true
Four Winds Farm,158 Marabac Rd,Gardiner,New York,12525,,,http://www.bestweb.net/~fourwind,,,jarmour@bestweb.net,845-255-3088,,3250930083,operators,NO,true
Fowler Bros.,10273 Lummisville Rd.,Wolcott,New York,14590,,,,,,,,,5350000094,operators,NO,true
"Fox & Wolfe Farm, LLC.",861 Oak Grove Road,Pine Grove,Pennsylvania,17963,,,,,,stacyasmith@comcast.net,,,8210005495,operators,NO,true
Fox Haven Organic Farm,east side of Corun Road,Thurmont,Maryland,21788,,,,,,dickbittner@comcast.net,301-748-2427,,6780000034,operators,NO,true
Fox Hollow Farm,163 Schoolhouse Rd,Christiana,Pennsylvania,17509,,,,,,,,,9950012189,operators,NO,false
Fox Hollow Jerseys,703 Brotherton Road,Berlin,Pennsylvania,15530,,,,,,,(814) 267-9932 ext 4,,8210001604,operators,NO,true
Frank L. Reed,576 West High Street,Manheim,Pennsylvania,17545,,,,,,mmreedfam@gmail.com,,,8210002719,operators,NO,true
Frank R. Bachler,57 Bachler Road,East Meredith,New York,13757,,,,,,skyhighfarms@hotmail.com,607-746-2974,,3252017100,operators,NO,true
Frankferd Farms/Milling,166 Love Road,Valencia,Pennsylvania,16059,,,,,,,,,8830000684,operators,NO,true
Franklin H. Wadel,1028 Rt. 28,Jordanville,New York,13361,,,,,,,717-327-5269,,5874552126,operators,NO,true
"Fraser's Garlic Farm, LLC",1379 Johnson Rd,Churchville,New York,14428,,,http://www.frasergarlic.com,,,frasergarlic@rochester.rr.com,585-350-8295,,3250200322,operators,NO,true
Frasier Farm,217 Upper Deck Rd,Mohawk,New York,13407,,,,,,conniefrasier@gmail.com,315-868-2231,,3250200020,operators,NO,true
Fred Tuttle And Gwen Egan,2847 State Route 11,North Bangor,New York,12966,,,,,,gmelibr@yahoo.com,(518) 483-7309,,6430613680,operators,NO,true
"Free Bird Farm, LLC",497 McKinley Rd,Palatine Bridge,New York,13428,,,http://www.freebirdfarm.org,,,freebirdfarm99@gmail.com,518-424-4824,,3252009026,operators,NO,true
Freedom Acres Farm,1233 Scalpy Hollow Road,Drumore,Pennsylvania,17518,,,,,,,,,9950004741,operators,NO,true
Freedom Rains Farm,889 County Route 28,Pulaski,New York,13142,,,http://www.freedomrainsfarm.com,,,contact@freedomrainsfarm.com,315-297-8525,,3252015067,operators,NO,true
"Freedom Valley Farm, LLC",3520 Strasburg Road,Parkesburg,Pennsylvania,19365,,,,,,,,,9950011475,operators,NO,true
Freeman Family Farm,2398 North Road,Knoxville,Pennsylvania,16928,,,,,,pennyorkrh@gmail.com,814-326-4496,,8210006384,operators,NO,true
FRENCH FARMS,328 Foy-Eldred Rd.,Bombay,New York,12914,,,,,,jeffrench73@aol.com,(518) 358-4697,,9579023600,operators,NO,true
Frerichs Farm,2801 Wilson-Cambria Rd,Wilson,New York,14172,,,,,,frerichsfamilyfarm@gmail.com,716-751-6342,,3252008061,operators,NO,true
Fresh Meadow Farm,407 Ingrassia Rd,Middletown,New York,10940,,,http://www.freshmeadowfarm.com,,,bradley@freshmeadowfarm.com,845-800-8135,,3252010056,operators,NO,true
"Fresh2o Growers, Inc.",19315 Carrico Mills Road,Stevensburg,Virginia,22741,,,,,,,,,9091523201,operators,NO,true
Freysbush Dairy Farm LLC,626 NYS Highway 163,Fort Plain,New York,13339,,,,,,,518-774-6220,,3250970069,operators,NO,true
Friends Road Organics,224 Friends Road,Nottingham,Pennsylvania,19362,,,,,,,,,9950003915,operators,NO,true
Frost Ridge Maple Farm,14611 Dickson St.,Guys Mills,Pennsylvania,16327,,,,,,frostridge@zoominternet.net,(814) 337-2483,,1600003044,operators,NO,true
Frosty Morning Farm,4211 State Rte 13,Truxton,New York,13158,,,,,,frostymorningfarm@yahoo.com,607-842-6799,,3250980026,operators,NO,true
"Fruit Connections, LLC",977 Rts 5 & 20,Geneva,New York,14456,,,,,,janetgf3@gmail.com,585-755-6232,,3252019090,operators,NO,true
"Fruition Seeds, LLC",7921 Hickory Bottom Rd,Naples,New York,14512,,,http://www.fruitionseeds.com,,,matthew@fruitionseeds.com,585-374-8903,,3252013015,operators,NO,true
"Full Cellar Farm, LLC",3901 Lander Road,Jefferson,Maryland,21755,,,,,,,(301)-639-9711,,2201803000,operators,NO,true
"Full Circus Farm, LLC",27 Mils Path,Pine Plains,New York,12567,,,http://www.fullcircusfarm.wordpress.com,,,,518-789-0025,,3252015016,operators,NO,true
Full Moon Farm,5465 Arbor Rd,Ontario,New York,14519,,,,,,,585-259-4608,,3250930085,operators,NO,true
"Full Throttle Sugaring, LLC",481 Lafrancis Road,Churubusco,New York,12923,,,,,,tapholemaple@gmail.com,518-222-4990,,3252015014,operators,NO,true
"Fulton Center For Sustainable Living, Fulton Farm",1015 Wenger Lane,Chambersburg,Pennsylvania,17201,,,,,,cmayer@wilson.edu,717-264-4420,,8210001625,operators,NO,true
Fults Crest Farms,29973 Fults Road,Evans Mills,New York,13637,,,,,,,315-629-5190,,3252010035,operators,NO,true
G & A Bixler Farm LLC,1544 East Mountain Road,Hegins,Pennsylvania,17938,,,,,,mlmarshall@frontier.com,717-315-0564,,8210006557,operators,NO,true
G.L. Stoltzfus Family Farm,3083 Old Phila Pike,Bird-In-Hand,Pennsylvania,17505,,,,,,,(717) 768-3465 ext 1,,8210001630,operators,NO,true
Galen Martin,10888 Koons Rd.,Waynesboro,Pennsylvania,17268,,,,,,pineviewfarm@norcel.us,717-552-1394,,8210007071,operators,NO,true
Gap View Farm,1036 W Mountain Rd,Hegins,Pennsylvania,17938,,,,,,,(717) 365-3118,,8210002556,operators,NO,true
"Garden Of Eve, LLC",4558 Sound Ave,Riverhead,New York,11901,,,http://www.gardenofevefarm.com,,,farmer@gardenofevefarm.com,631-523-6608,,3250200326,operators,NO,true
Garden Spot,7643 N. Moscow Rd.,Parkesburg,Pennsylvania,19365,,,,,,,(610)-857-9237,,1600002330,operators,NO,true
Garden Spot Acres,161 Garden Spot Road,Ephrata,Pennsylvania,17522,,,,,,,,,9950011379,operators,NO,false
Gary Boll,13631 Glissan Mill Road,Mt Airy,Maryland,21771,,,,,,kate.livingston@plainvillefarms.com,717-624-6952,,8210002722,operators,NO,true
Gary Dewitt Dba Dewitt Farm,48924 St. Hwy. 10,Delhi,New York,13753,,,,,,,(607) 746-9444,,6430813140,operators,NO,true
Gary L. And Yolonda R. Horst,5179 Cetronia Road,Allentown,Pennsylvania,18106,,,,,,garyandyolonda@gmail.com,717-679-5837,,8210005709,operators,NO,false
Gary Minde,7523 Tater Rd,Memphis,New York,13112,,,,,,garyminde@live.com,315-515-9999,,3252018063,operators,NO,true
